filename,width,height,class,xmin,ymin,xmax,ymax
p1041_jpg.rf.fd2a1065a23034a03cda38ea1182fb31.jpg,378,378,potholes,65,156,242,269
p1041_jpg.rf.fd2a1065a23034a03cda38ea1182fb31.jpg,378,378,L,67,195,234,217
p1309_jpg.rf.fd78ec44c0706885a34159bee2bdefad.jpg,378,378,L,158,86,186,336
p1309_jpg.rf.fd78ec44c0706885a34159bee2bdefad.jpg,378,378,potholes,122,90,239,373
p198_jpg.rf.fd89da50e63cb1a019592af7b12f80bb.jpg,860,580,potholes,349,115,679,459
p198_jpg.rf.fd89da50e63cb1a019592af7b12f80bb.jpg,860,580,L,465,124,503,472
p1036_jpg.rf.fd2354ba7b542f28ac9b1d7bc0db320f.jpg,378,378,potholes,52,133,311,310
p1036_jpg.rf.fd2354ba7b542f28ac9b1d7bc0db320f.jpg,378,378,L,42,198,298,221
p1973_jpg.rf.fdf783de4006ec7fb682dfc5a2342c6b.jpg,588,444,potholes,248,99,392,294
p1973_jpg.rf.fdf783de4006ec7fb682dfc5a2342c6b.jpg,588,444,L,318,100,352,273
p461_jpg.rf.fe993e472852c67a4119d204f9573f9e.jpg,501,378,potholes,177,74,326,298
p461_jpg.rf.fe993e472852c67a4119d204f9573f9e.jpg,501,378,L,245,67,267,236
p1518_jpg.rf.fe9c5737d72ec7963a15aa7f2c6efd38.jpg,397,273,potholes,89,79,323,214
p1518_jpg.rf.fe9c5737d72ec7963a15aa7f2c6efd38.jpg,397,273,L,18,150,338,194
p1544_jpg.rf.fe2b3218fdc11a9be2b25a18de900864.jpg,385,235,potholes,112,93,262,214
p1544_jpg.rf.fe2b3218fdc11a9be2b25a18de900864.jpg,385,235,L,184,96,205,221
p198_jpg.rf.fedeb06b31986e00a900e8c8ecfd4700.jpg,860,580,potholes,349,121,679,465
p198_jpg.rf.fedeb06b31986e00a900e8c8ecfd4700.jpg,860,580,L,465,108,503,456
p931_jpg.rf.fedc942c21d9bd2888ab08defa7d9e34.jpg,525,426,potholes,40,0,450,426
p931_jpg.rf.fedc942c21d9bd2888ab08defa7d9e34.jpg,525,426,L,231,76,284,255
p1959_jpg.rf.ff18f751b51955844449ce08dd0ab044.jpg,580,436,potholes,195,138,486,339
p1959_jpg.rf.ff18f751b51955844449ce08dd0ab044.jpg,580,436,L,225,237,488,257
p203_jpg.rf.fde9c308b4690f068f8a984ef68065c3.jpg,453,335,potholes,161,68,291,235
p203_jpg.rf.fde9c308b4690f068f8a984ef68065c3.jpg,453,335,L,220,74,236,238

p1445_jpg.rf.fe774de9cee02b99416ef871e863c61b.jpg,378,378,potholes,83,33,321,377
p1445_jpg.rf.fe774de9cee02b99416ef871e863c61b.jpg,378,378,L,52,147,300,216
p1356_jpg.rf.fe95233f3f5301dc1e8d4c2d7318b605.jpg,378,378,potholes,67,49,285,367
p1356_jpg.rf.fe95233f3f5301dc1e8d4c2d7318b605.jpg,378,378,L,182,9,197,195
p166_jpg.rf.fdc8c29ac6bed5e65c59f60441eeb00a.jpg,1062,712,potholes,277,125,859,668
p166_jpg.rf.fdc8c29ac6bed5e65c59f60441eeb00a.jpg,1062,712,L,430,361,455,625
p956_jpg.rf.fd8cc6a8d92c32972b9d5f3c713e08dc.jpg,395,380,potholes,71,40,387,295
p956_jpg.rf.fd8cc6a8d92c32972b9d5f3c713e08dc.jpg,395,380,L,79,172,260,193
p1975_jpg.rf.004b0a0333d4c4c486ef81829b37b785.jpg,570,443,potholes,13,3,397,431
p1975_jpg.rf.004b0a0333d4c4c486ef81829b37b785.jpg,570,443,L,279,123,303,270
p1522_jpg.rf.003e1fbdac059360a5d56ac9622071c5.jpg,363,261,potholes,40,33,326,150
p1522_jpg.rf.003e1fbdac059360a5d56ac9622071c5.jpg,363,261,L,60,80,289,97
p471_jpg.rf.010533ef3d8abd55ecd7bd8b46202e4b.jpg,512,378,potholes,145,109,356,226
p471_jpg.rf.010533ef3d8abd55ecd7bd8b46202e4b.jpg,512,378,L,202,163,358,180
p923_jpg.rf.00076416ebda85a38339e2253a893f18.jpg,525,370,L,245,77,267,245
p923_jpg.rf.00076416ebda85a38339e2253a893f18.jpg,525,370,potholes,51,47,443,366
p1546_jpg.rf.0131e571a59faf7ed06a7c28f11d40ed.jpg,824,544,potholes,0,0,680,544
p1546_jpg.rf.0131e571a59faf7ed06a7c28f11d40ed.jpg,824,544,L,317,210,393,544
p467_jpg.rf.019aa05b7898153a9b30530a76d2a8c1.jpg,521,378,potholes,7,12,362,284
p467_jpg.rf.019aa05b7898153a9b30530a76d2a8c1.jpg,521,378,L,180,10,268,267
p1344_jpg.rf.03819b8c1a401468fab60bb720c394bd.jpg,378,378,potholes,78,167,349,255
p1344_jpg.rf.03819b8c1a401468fab60bb720c394bd.jpg,378,378,L,79,203,305,220
p1569_jpg.rf.0217461a76847a8151d036ded67e0771.jpg,830,572,potholes,160,3,581,540
p1569_jpg.rf.0217461a76847a8151d036ded67e0771.jpg,830,572,L,315,33,370,408
p1246_jpg.rf.029a9ac568cfc1f19b394f213cbcf49c.jpg,378,378,L,35,201,288,225
p1246_jpg.rf.029a9ac568cfc1f19b394f213cbcf49c.jpg,378,378,potholes,141,159,285,261
p2011_jpg.rf.04d53266a27518119eed3c9d51a3501f.jpg,559,436,potholes,130,21,482,369
p2011_jpg.rf.04d53266a27518119eed3c9d51a3501f.jpg,559,436,L,125,145,445,171
p1552_jpg.rf.0212478f7f5c2ac5dc9b1c595511d9ac.jpg,822,509,potholes,207,122,729,403
p1552_jpg.rf.0212478f7f5c2ac5dc9b1c595511d9ac.jpg,822,509,L,407,134,457,424
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,potholes,70,108,212,221
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,potholes,222,166,364,260
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,L,58,139,212,180
p2005_jpg.rf.02546c737d2c42c3b2148c1ed4bb29f2.jpg,557,442,L,300,160,318,353
p2005_jpg.rf.02546c737d2c42c3b2148c1ed4bb29f2.jpg,557,442,potholes,250,187,417,374
p1531_jpg.rf.06fe1bd1723c3ecf13fb2e5ec9150776.jpg,421,260,potholes,7,0,421,258
p1531_jpg.rf.06fe1bd1723c3ecf13fb2e5ec9150776.jpg,421,260,L,173,69,219,155
p1324_jpg.rf.0557c5044c21988cfbad6417d97cffee.jpg,377,378,potholes,119,24,266,287
p1324_jpg.rf.0557c5044c21988cfbad6417d97cffee.jpg,377,378,L,177,8,223,244
p983_jpg.rf.04791a4ac06f0b94252a1c6764f9f7b8.jpg,1124,1090,potholes,117,178,909,1090
p983_jpg.rf.04791a4ac06f0b94252a1c6764f9f7b8.jpg,1124,1090,L,466,431,559,931
p945_jpg.rf.06efd7adc04cd3f66c299154d91e4fca.jpg,388,393,potholes,97,103,232,200
p945_jpg.rf.06efd7adc04cd3f66c299154d91e4fca.jpg,388,393,L,79,154,222,176
p1431_jpg.rf.0617ce799a01982b8353a908894988f4.jpg,378,378,potholes,104,107,305,349
p1431_jpg.rf.0617ce799a01982b8353a908894988f4.jpg,378,378,L,174,115,208,333
p1230_jpg.rf.040117a9b299bf403092af85dc6a8958.jpg,378,378,potholes,15,23,363,335
p1230_jpg.rf.040117a9b299bf403092af85dc6a8958.jpg,378,378,L,176,160,324,182
p1097_jpg.rf.06d09fa975cfddf2881134f7e2ef9f04.jpg,378,378,potholes,207,174,295,268
p1097_jpg.rf.06d09fa975cfddf2881134f7e2ef9f04.jpg,378,378,L,216,157,259,280
p1594_jpg.rf.06640182ad701014b2842ea093e76b48.jpg,706,400,potholes,187,65,547,325
p1594_jpg.rf.06640182ad701014b2842ea093e76b48.jpg,706,400,L,334,100,398,324
p951_jpg.rf.0730653a4dec5284db8c704a676ccac8.jpg,408,436,potholes,60,67,394,415
p951_jpg.rf.0730653a4dec5284db8c704a676ccac8.jpg,408,436,L,62,246,277,283
p1325_jpg.rf.0542253e54a6e39e75d840de2db9ec76.jpg,378,378,potholes,121,81,298,257
p1325_jpg.rf.0542253e54a6e39e75d840de2db9ec76.jpg,378,378,L,114,165,310,201
p176_jpg.rf.0719a54918292655064df13859b3ef32.jpg,1048,710,potholes,321,115,883,623
p176_jpg.rf.0719a54918292655064df13859b3ef32.jpg,1048,710,L,527,148,573,615
p1323_jpg.rf.07c797fee4197f6a29116bc9aa4d4445.jpg,378,378,potholes,0,0,323,378
p1323_jpg.rf.07c797fee4197f6a29116bc9aa4d4445.jpg,378,378,L,154,165,326,182
p1245_jpg.rf.06ecf7fe671a97adfccb38c376011a81.jpg,378,378,potholes,92,90,325,231
p1245_jpg.rf.06ecf7fe671a97adfccb38c376011a81.jpg,378,378,L,119,179,294,204
p170_jpg.rf.079b763ad55fd1c820e03bf4dd54d0df.jpg,1034,698,potholes,313,101,747,510
p170_jpg.rf.079b763ad55fd1c820e03bf4dd54d0df.jpg,1034,698,L,492,223,522,535
p1989_jpg.rf.03cc4dc22eecb6caf6b599ce99fce888.jpg,580,438,potholes,113,21,479,430
p1989_jpg.rf.03cc4dc22eecb6caf6b599ce99fce888.jpg,580,438,L,263,178,285,395
p161_jpg.rf.08cf92d44e0462b1dbcb5d5e44bcec26.jpg,1098,744,potholes,216,89,870,640
p161_jpg.rf.08cf92d44e0462b1dbcb5d5e44bcec26.jpg,1098,744,L,524,100,570,384
p198_jpg.rf.086b401fa7b4c580e5915a6e873cb178.jpg,860,580,potholes,349,115,679,459
p198_jpg.rf.086b401fa7b4c580e5915a6e873cb178.jpg,860,580,L,465,124,503,472
p260_jpg.rf.09b2dde4aa64f37559b73d8b88acdad5.jpg,637,528,L,258,234,494,252
p260_jpg.rf.09b2dde4aa64f37559b73d8b88acdad5.jpg,637,528,potholes,72,145,610,344
p1587_jpg.rf.08650c95c7278b1c0ce37fb4136b9467.jpg,824,511,potholes,308,101,799,509
p1587_jpg.rf.08650c95c7278b1c0ce37fb4136b9467.jpg,824,511,L,456,93,535,419
p328_jpg.rf.092b3c732de2049a4d8d4f69c160443f.jpg,861,647,potholes,289,139,512,481
p328_jpg.rf.092b3c732de2049a4d8d4f69c160443f.jpg,861,647,L,374,135,407,486
p2005_jpg.rf.04eab3ac1e60bc098b2a9862dcee75fa.jpg,557,442,L,300,160,318,353
p2005_jpg.rf.04eab3ac1e60bc098b2a9862dcee75fa.jpg,557,442,potholes,250,187,417,374
p166_jpg.rf.092739139d6bf7d1889be2139436d816.jpg,1062,712,potholes,277,44,859,587
p166_jpg.rf.092739139d6bf7d1889be2139436d816.jpg,1062,712,L,430,87,455,351
p1282_jpg.rf.09d91adbdd42d63d5bde54009f82b5e0.jpg,378,378,potholes,47,164,233,375
p1282_jpg.rf.09d91adbdd42d63d5bde54009f82b5e0.jpg,378,378,L,127,157,158,378
p1683_jpg.rf.09086814addbcf44d6d3eb5f31e26dc9.jpg,823,538,potholes,146,109,786,527
p1683_jpg.rf.09086814addbcf44d6d3eb5f31e26dc9.jpg,823,538,L,490,294,757,348
p472_jpg.rf.0a0dca1366594461c5ea290c7db6c446.jpg,512,378,potholes,42,50,485,236
p472_jpg.rf.0a0dca1366594461c5ea290c7db6c446.jpg,512,378,L,104,156,289,186
p1962_jpg.rf.0b15ce68a75343276734fac6cbd1707f.jpg,590,436,potholes,110,130,506,288
p1962_jpg.rf.0b15ce68a75343276734fac6cbd1707f.jpg,590,436,L,71,196,306,216
p1972_jpg.rf.0b05657d5165267fca7ca8c689d67d0d.jpg,586,447,potholes,141,103,337,375
p1972_jpg.rf.0b05657d5165267fca7ca8c689d67d0d.jpg,586,447,L,203,128,258,294
p404_jpg.rf.10140de1eabdea1937ef756009922915.jpg,518,378,potholes,114,50,432,258
p404_jpg.rf.10140de1eabdea1937ef756009922915.jpg,518,378,L,319,175,425,193
p1596_jpg.rf.0c55ddda7e19b57fe136d07bb95f8b05.jpg,990,618,L,448,256,517,547
p1596_jpg.rf.0c55ddda7e19b57fe136d07bb95f8b05.jpg,990,618,potholes,226,87,730,471
p88_jpg.rf.0c188b1062db68373b295eaf1dcaef40.jpg,474,642,potholes,139,160,346,441
p88_jpg.rf.0c188b1062db68373b295eaf1dcaef40.jpg,474,642,L,203,142,246,420
p1054_jpg.rf.0d7357a8d351b6d4de913e456121f520.jpg,378,378,potholes,36,89,371,269
p1054_jpg.rf.0d7357a8d351b6d4de913e456121f520.jpg,378,378,L,82,211,209,229
p2011_jpg.rf.0d17558f05a24cd519286384d1cd61c6.jpg,559,436,potholes,130,67,482,415
p2011_jpg.rf.0d17558f05a24cd519286384d1cd61c6.jpg,559,436,L,125,265,445,291
p1226_jpg.rf.0c895d0ff8a2dc212dacd0e71e2ba8f9.jpg,378,378,potholes,129,51,275,324
p1226_jpg.rf.0c895d0ff8a2dc212dacd0e71e2ba8f9.jpg,378,378,L,195,148,216,305
p1326_jpg.rf.1088e5f16f9aaa9a6016d1627b8452f6.jpg,378,378,potholes,174,77,343,256
p1326_jpg.rf.1088e5f16f9aaa9a6016d1627b8452f6.jpg,378,378,L,72,134,288,188
p413_jpg.rf.0d671dd8e6e2dee978e11c05e6015233.jpg,531,378,potholes,65,68,493,299
p413_jpg.rf.0d671dd8e6e2dee978e11c05e6015233.jpg,531,378,L,246,158,470,181
p1354_jpg.rf.0c80ca756f8b278f12730a8525e65cc3.jpg,378,378,potholes,42,0,345,284
p1354_jpg.rf.0c80ca756f8b278f12730a8525e65cc3.jpg,378,378,L,76,136,177,280
p979_jpg.rf.0d04fd5af54422efd3f8a9d28f54d7e3.jpg,1012,1092,potholes,147,121,843,931
p979_jpg.rf.0d04fd5af54422efd3f8a9d28f54d7e3.jpg,1012,1092,L,408,45,471,521
p171_jpg.rf.10f25770a0595868461b159f9c09aef5.jpg,952,634,potholes,311,196,739,416
p171_jpg.rf.10f25770a0595868461b159f9c09aef5.jpg,952,634,L,278,254,597,337
p1545_jpg.rf.10190fc772ed718e3808e871d24b9165.jpg,365,263,potholes,90,37,272,202
p1545_jpg.rf.10190fc772ed718e3808e871d24b9165.jpg,365,263,L,184,97,203,209
p1344_jpg.rf.10284bef84c06dcf7f82e41a107c44a6.jpg,378,378,potholes,78,167,349,255
p1344_jpg.rf.10284bef84c06dcf7f82e41a107c44a6.jpg,378,378,L,79,203,305,220
p1325_jpg.rf.0e412319f1bc05b6830e76b1b3ba0da1.jpg,378,378,potholes,121,121,298,297
p1325_jpg.rf.0e412319f1bc05b6830e76b1b3ba0da1.jpg,378,378,L,114,177,310,213
p59_jpg.rf.0d6308f5050be8a17cd3f673e33c5d58.jpg,278,381,potholes,39,107,242,243
p59_jpg.rf.0d6308f5050be8a17cd3f673e33c5d58.jpg,278,381,L,32,150,169,170
p328_jpg.rf.0ce44d5166cc5cf7c06a7f32bf767f15.jpg,861,647,potholes,289,139,512,481
p328_jpg.rf.0ce44d5166cc5cf7c06a7f32bf767f15.jpg,861,647,L,374,135,407,486
p1630_jpg.rf.1013064f6782343bbc5e32b422e2bd0f.jpg,908,672,potholes,321,2,510,649
p1630_jpg.rf.1013064f6782343bbc5e32b422e2bd0f.jpg,908,672,L,444,321,473,603
p1178_jpg.rf.110520326d8f5426022cbdf80969618c.jpg,378,378,L,136,163,251,301
p1178_jpg.rf.110520326d8f5426022cbdf80969618c.jpg,378,378,potholes,129,192,271,289
p239_jpg.rf.0dbdd44f348b85e3f14706ae50c223ea.jpg,483,362,potholes,87,145,378,231
p239_jpg.rf.0dbdd44f348b85e3f14706ae50c223ea.jpg,483,362,L,170,182,395,198
p936_jpg.rf.0eee37af39bd789b7c0926fc0916b733.jpg,500,481,potholes,0,89,494,476
p936_jpg.rf.0eee37af39bd789b7c0926fc0916b733.jpg,500,481,L,253,80,271,376
p112_jpg.rf.105981e95477da02b4d124faf58765bf.jpg,558,378,potholes,187,70,388,290
p112_jpg.rf.105981e95477da02b4d124faf58765bf.jpg,558,378,L,194,159,415,183
p1621_jpg.rf.1097e7f077fe7811be8de06579a2290d.jpg,1040,626,potholes,188,130,892,518
p1621_jpg.rf.1097e7f077fe7811be8de06579a2290d.jpg,1040,626,L,166,264,730,379
p1581_jpg.rf.117146503b613ddd0f01ab629060fd90.jpg,825,602,potholes,33,16,564,562
p1581_jpg.rf.117146503b613ddd0f01ab629060fd90.jpg,825,602,L,360,27,455,509
p936_jpg.rf.11237f0be31c1e6779a473ac0560891a.jpg,500,481,potholes,0,5,494,392
p936_jpg.rf.11237f0be31c1e6779a473ac0560891a.jpg,500,481,L,253,105,271,401
p111_jpg.rf.0fb1404d996564ddcda48cd5e45f1492.jpg,530,378,potholes,42,0,432,378
p111_jpg.rf.0fb1404d996564ddcda48cd5e45f1492.jpg,530,378,L,229,0,255,203
p111_jpg.rf.0fb1404d996564ddcda48cd5e45f1492.jpg,530,378,L,231,197,250,345
p940_jpg.rf.100c5fb7bcfb96b9f646e1127ad00881.jpg,507,436,potholes,75,101,377,332
p940_jpg.rf.100c5fb7bcfb96b9f646e1127ad00881.jpg,507,436,L,123,121,246,220
p217_jpg.rf.13d212fbecbe5bee352e4a91e423a821.jpg,527,365,potholes,191,103,382,234
p217_jpg.rf.13d212fbecbe5bee352e4a91e423a821.jpg,527,365,L,200,150,369,169
p58_jpg.rf.14d0ab224350c4c326ac2c761f61e4aa.jpg,380,452,L,186,140,205,347
p58_jpg.rf.14d0ab224350c4c326ac2c761f61e4aa.jpg,380,452,potholes,63,74,261,384
p111_jpg.rf.11e05802012da11a3d6c0ff313c5b3d8.jpg,530,378,potholes,42,0,432,378
p111_jpg.rf.11e05802012da11a3d6c0ff313c5b3d8.jpg,530,378,L,229,175,255,378
p111_jpg.rf.11e05802012da11a3d6c0ff313c5b3d8.jpg,530,378,L,231,33,250,181
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,potholes,470,251,775,428
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,potholes,121,246,379,384
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,L,208,342,489,375
p271_jpg.rf.11ca12681ab8f0b95e809538fc89b251.jpg,919,699,potholes,279,210,651,415
p271_jpg.rf.11ca12681ab8f0b95e809538fc89b251.jpg,919,699,L,251,314,654,338
p1251_jpg.rf.159bddd192de698f8c5bea152862d6a3.jpg,378,378,potholes,24,34,336,376
p1251_jpg.rf.159bddd192de698f8c5bea152862d6a3.jpg,378,378,L,155,70,180,279
p1218_jpg.rf.12d92ab6262789380da1a0f82ed95a3b.jpg,378,378,L,193,57,213,301
p1218_jpg.rf.12d92ab6262789380da1a0f82ed95a3b.jpg,378,378,potholes,132,62,253,318
p932_jpg.rf.1930697af0b688b18cec9aff466e86af.jpg,578,493,potholes,65,117,575,358
p932_jpg.rf.1930697af0b688b18cec9aff466e86af.jpg,578,493,L,71,216,492,249
p1977_jpg.rf.13124f1fbcdd283ffa9323fed2cfd3f2.jpg,573,434,potholes,92,121,461,380
p1977_jpg.rf.13124f1fbcdd283ffa9323fed2cfd3f2.jpg,573,434,L,96,214,390,236
p987_jpg.rf.16cb1fd03ed2d6505cdb9d702d76eeb7.jpg,1172,956,potholes,461,131,803,687
p987_jpg.rf.16cb1fd03ed2d6505cdb9d702d76eeb7.jpg,1172,956,L,599,135,658,696
p202_jpg.rf.157bed3ba12503d2083a284f6ff00d99.jpg,491,377,potholes,180,74,290,249
p202_jpg.rf.157bed3ba12503d2083a284f6ff00d99.jpg,491,377,L,224,78,237,244
p1187_jpg.rf.122b954568a3d922ca7a99d96ad2c2c6.jpg,378,378,potholes,56,76,315,240
p1187_jpg.rf.122b954568a3d922ca7a99d96ad2c2c6.jpg,378,378,L,63,148,235,178
p405_jpg.rf.18ffcb858a495c5b0337b8daa7f99d14.jpg,511,378,potholes,90,34,427,265
p405_jpg.rf.18ffcb858a495c5b0337b8daa7f99d14.jpg,511,378,L,104,119,256,132
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,L,43,204,221,223
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,potholes,37,142,224,272
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,potholes,237,145,334,313
p461_jpg.rf.14b8919b563afbce759714fed1d9e316.jpg,501,378,potholes,177,74,326,298
p461_jpg.rf.14b8919b563afbce759714fed1d9e316.jpg,501,378,L,245,67,267,236
p1581_jpg.rf.1a625fa82c7f7d37de2bafc41a283249.jpg,825,602,potholes,33,16,564,562
p1581_jpg.rf.1a625fa82c7f7d37de2bafc41a283249.jpg,825,602,L,360,27,455,509
p1133_jpg.rf.195f574cf710494e28345c43d307fbe5.jpg,378,378,potholes,62,117,329,252
p1133_jpg.rf.195f574cf710494e28345c43d307fbe5.jpg,378,378,L,52,152,302,176
p1025_jpg.rf.17548cb0aa40c26f73d3986296de6480.jpg,820,579,potholes,344,6,819,577
p1025_jpg.rf.17548cb0aa40c26f73d3986296de6480.jpg,820,579,L,427,205,480,378
p1122_jpg.rf.16be7e16b951d3236fa2e4de53c400ea.jpg,378,378,L,198,102,218,308
p1122_jpg.rf.16be7e16b951d3236fa2e4de53c400ea.jpg,378,378,potholes,151,115,378,378
p1625_jpg.rf.186506a4db079597af23e656ad983bca.jpg,870,494,potholes,364,162,657,450
p1625_jpg.rf.186506a4db079597af23e656ad983bca.jpg,870,494,L,435,158,497,431
p167_jpg.rf.18da6e57da0026101ab77a18546a2f64.jpg,964,652,potholes,324,165,673,483
p167_jpg.rf.18da6e57da0026101ab77a18546a2f64.jpg,964,652,L,438,165,476,515
p1418_jpg.rf.194916531e4180d58d6043bccd2713f7.jpg,378,378,potholes,125,12,260,281
p1418_jpg.rf.194916531e4180d58d6043bccd2713f7.jpg,378,378,L,179,67,219,268
p315_jpg.rf.18a95dcf8af693cf307c7fc5ec82eefd.jpg,941,731,potholes,305,62,636,555
p315_jpg.rf.18a95dcf8af693cf307c7fc5ec82eefd.jpg,941,731,L,372,171,592,526
p211_jpg.rf.1a778f8f22e1d74c2e161cdfc4cca54d.jpg,481,353,potholes,92,37,438,329
p211_jpg.rf.1a778f8f22e1d74c2e161cdfc4cca54d.jpg,481,353,L,210,150,226,327
p1245_jpg.rf.1ab93532cc134a4c6a386c645b046f98.jpg,378,378,potholes,92,147,325,288
