filename,width,height,class,xmin,ymin,xmax,ymax
p1935_jpg.rf.01e6ae392d0038e468d4169b43d91f6c.jpg,622,414,L,235,177,531,199
p1935_jpg.rf.01e6ae392d0038e468d4169b43d91f6c.jpg,622,414,potholes,144,47,538,343
p1925_jpg.rf.03fa09c0fffb7f11e65517ae9c70e7d4.jpg,486,419,potholes,82,167,381,339
p1925_jpg.rf.03fa09c0fffb7f11e65517ae9c70e7d4.jpg,486,419,L,182,219,374,235
p1259_jpg.rf.059c28b6d811aef3ae9f7174f699905d.jpg,378,378,potholes,104,44,342,325
p1259_jpg.rf.059c28b6d811aef3ae9f7174f699905d.jpg,378,378,L,181,61,199,245
p1099_jpg.rf.0851e6ef3ff632452cc100ac60a945b7.jpg,378,378,potholes,72,89,334,317
p1099_jpg.rf.0851e6ef3ff632452cc100ac60a945b7.jpg,378,378,L,77,189,256,207
p1431_jpg.rf.0617ce799a01982b8353a908894988f4.jpg,378,378,potholes,104,107,305,349
p1431_jpg.rf.0617ce799a01982b8353a908894988f4.jpg,378,378,L,174,115,208,333
p2021_jpg.rf.085be616e97e49c5727ac54559a0d7f3.jpg,569,427,L,72,193,297,210
p2021_jpg.rf.085be616e97e49c5727ac54559a0d7f3.jpg,569,427,potholes,18,1,566,375
p254_jpg.rf.072a1863b8d0fbb025254ec2876bd40c.jpg,777,596,potholes,137,133,676,429
p254_jpg.rf.072a1863b8d0fbb025254ec2876bd40c.jpg,777,596,L,132,259,450,277
p1323_jpg.rf.07c797fee4197f6a29116bc9aa4d4445.jpg,378,378,potholes,0,0,323,378
p1323_jpg.rf.07c797fee4197f6a29116bc9aa4d4445.jpg,378,378,L,154,165,326,182
p1531_jpg.rf.06fe1bd1723c3ecf13fb2e5ec9150776.jpg,421,260,potholes,7,0,421,258
p1531_jpg.rf.06fe1bd1723c3ecf13fb2e5ec9150776.jpg,421,260,L,173,69,219,155
p283_jpg.rf.08708d71217f8a5b65c8fb37b42856b7.jpg,689,616,L,65,325,380,345
p283_jpg.rf.08708d71217f8a5b65c8fb37b42856b7.jpg,689,616,potholes,72,135,689,478
p109_jpg.rf.07fa88a8c17597c5aba71a9be487d67b.jpg,516,378,L,229,77,246,237
p109_jpg.rf.07fa88a8c17597c5aba71a9be487d67b.jpg,516,378,potholes,70,78,356,361
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,potholes,70,108,212,221
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,potholes,222,166,364,260
p1069_jpg.rf.08312279cc63d5e92b95df4ae5ecbfb4.jpg,378,378,L,58,139,212,180
p1931_jpg.rf.0425697ed460905e29cf63020fa5fce2.jpg,611,416,L,307,167,329,339
p1931_jpg.rf.0425697ed460905e29cf63020fa5fce2.jpg,611,416,potholes,0,21,550,403
p1097_jpg.rf.06d09fa975cfddf2881134f7e2ef9f04.jpg,378,378,potholes,207,174,295,268
p1097_jpg.rf.06d09fa975cfddf2881134f7e2ef9f04.jpg,378,378,L,216,157,259,280
p1587_jpg.rf.08650c95c7278b1c0ce37fb4136b9467.jpg,824,511,potholes,308,101,799,509
p1587_jpg.rf.08650c95c7278b1c0ce37fb4136b9467.jpg,824,511,L,456,93,535,419
p1514_jpg.rf.0666b2c44077075402b6ed8befd291b1.jpg,484,307,potholes,141,43,339,270
p1514_jpg.rf.0666b2c44077075402b6ed8befd291b1.jpg,484,307,L,232,49,264,279
p951_jpg.rf.0730653a4dec5284db8c704a676ccac8.jpg,408,436,potholes,60,67,394,415
p951_jpg.rf.0730653a4dec5284db8c704a676ccac8.jpg,408,436,L,62,246,277,283
p260_jpg.rf.09b2dde4aa64f37559b73d8b88acdad5.jpg,637,528,L,258,234,494,252
p260_jpg.rf.09b2dde4aa64f37559b73d8b88acdad5.jpg,637,528,potholes,72,145,610,344
p219_jpg.rf.0fc04842130c48d649929c1b927336b3.jpg,657,481,L,271,63,300,311
p219_jpg.rf.0fc04842130c48d649929c1b927336b3.jpg,657,481,potholes,104,62,553,438
p472_jpg.rf.0a0dca1366594461c5ea290c7db6c446.jpg,512,378,potholes,42,50,485,236
p472_jpg.rf.0a0dca1366594461c5ea290c7db6c446.jpg,512,378,L,104,156,289,186
p78_jpg.rf.0abc8f5aaa006f68b1f75ba61a9792c4.jpg,346,450,potholes,0,40,346,450
p78_jpg.rf.0abc8f5aaa006f68b1f75ba61a9792c4.jpg,346,450,L,149,158,215,303
p940_jpg.rf.100c5fb7bcfb96b9f646e1127ad00881.jpg,507,436,potholes,75,101,377,332
p940_jpg.rf.100c5fb7bcfb96b9f646e1127ad00881.jpg,507,436,L,123,121,246,220
p1131_jpg.rf.0a5d7d37028b6fabc89f1864aac7f81c.jpg,378,378,L,145,138,334,163
p1131_jpg.rf.0a5d7d37028b6fabc89f1864aac7f81c.jpg,378,378,potholes,34,63,310,310
p1276_jpg.rf.0b4398fa3a4f92f22b72ac90db4d2a04.jpg,378,378,potholes,100,109,338,257
p1276_jpg.rf.0b4398fa3a4f92f22b72ac90db4d2a04.jpg,378,378,L,4,172,275,194
p1621_jpg.rf.1097e7f077fe7811be8de06579a2290d.jpg,1040,626,potholes,188,130,892,518
p1621_jpg.rf.1097e7f077fe7811be8de06579a2290d.jpg,1040,626,L,166,264,730,379
p1507_jpg.rf.11f7c3ee220747c1c352a127af1a9166.jpg,485,319,L,200,101,229,318
p1507_jpg.rf.11f7c3ee220747c1c352a127af1a9166.jpg,485,319,potholes,132,91,332,309
p171_jpg.rf.10f25770a0595868461b159f9c09aef5.jpg,952,634,potholes,311,196,739,416
p171_jpg.rf.10f25770a0595868461b159f9c09aef5.jpg,952,634,L,278,254,597,337
p289_jpg.rf.12f2aa29f3948666761dd7f5dc86f6ed.jpg,655,524,L,197,226,490,242
p289_jpg.rf.12f2aa29f3948666761dd7f5dc86f6ed.jpg,655,524,potholes,93,176,504,330
p1267_jpg.rf.0b6009eab6756bd0ae471802ef04e680.jpg,378,378,L,204,225,362,243
p1267_jpg.rf.0b6009eab6756bd0ae471802ef04e680.jpg,378,378,potholes,10,123,355,355
p1110_jpg.rf.1129ad396a8c3c13e7c30013c60a6cb2.jpg,378,378,L,107,116,269,134
p1110_jpg.rf.1129ad396a8c3c13e7c30013c60a6cb2.jpg,378,378,potholes,157,104,251,228
p1418_jpg.rf.13fad615430e671fbb759bdb4cb84673.jpg,378,378,potholes,125,97,260,367
p1418_jpg.rf.13fad615430e671fbb759bdb4cb84673.jpg,378,378,L,179,110,219,311
p310_jpg.rf.11f5efb235fbedcfc3a8866ecd5cfeef.jpg,966,738,L,529,305,574,629
p310_jpg.rf.11f5efb235fbedcfc3a8866ecd5cfeef.jpg,966,738,potholes,343,97,648,637
p310_jpg.rf.11f5efb235fbedcfc3a8866ecd5cfeef.jpg,966,738,L,522,0,561,306
p59_jpg.rf.0d6308f5050be8a17cd3f673e33c5d58.jpg,278,381,potholes,39,107,242,243
p59_jpg.rf.0d6308f5050be8a17cd3f673e33c5d58.jpg,278,381,L,32,150,169,170
p1218_jpg.rf.12d92ab6262789380da1a0f82ed95a3b.jpg,378,378,L,193,57,213,301
p1218_jpg.rf.12d92ab6262789380da1a0f82ed95a3b.jpg,378,378,potholes,132,62,253,318
p1957_jpg.rf.113c1e7f5fbe542809157530a6e35011.jpg,585,438,L,278,115,489,139
p1957_jpg.rf.113c1e7f5fbe542809157530a6e35011.jpg,585,438,potholes,83,47,557,438
p1528_jpg.rf.0e8dce397e83ee56e37e19bba7e58018.jpg,470,311,potholes,117,112,332,247
p1528_jpg.rf.0e8dce397e83ee56e37e19bba7e58018.jpg,470,311,L,85,127,319,141
p1016_jpg.rf.0e32b5ec0dca2ffdb6ced9a811864403.jpg,821,530,L,418,237,448,486
p1016_jpg.rf.0e32b5ec0dca2ffdb6ced9a811864403.jpg,821,530,potholes,193,0,816,505
p1972_jpg.rf.0b05657d5165267fca7ca8c689d67d0d.jpg,586,447,potholes,141,103,337,375
p1972_jpg.rf.0b05657d5165267fca7ca8c689d67d0d.jpg,586,447,L,203,128,258,294
p1178_jpg.rf.110520326d8f5426022cbdf80969618c.jpg,378,378,L,136,163,251,301
p1178_jpg.rf.110520326d8f5426022cbdf80969618c.jpg,378,378,potholes,129,192,271,289
p328_jpg.rf.0ce44d5166cc5cf7c06a7f32bf767f15.jpg,861,647,potholes,289,139,512,481
p328_jpg.rf.0ce44d5166cc5cf7c06a7f32bf767f15.jpg,861,647,L,374,135,407,486
p1100_jpg.rf.124fc0d5b7ba3500c899d6bd509962af.jpg,378,377,potholes,108,125,280,258
p1100_jpg.rf.124fc0d5b7ba3500c899d6bd509962af.jpg,378,377,L,109,186,301,204
p287_jpg.rf.16b7bd706b116be286f8b1b29677aadf.jpg,747,587,L,307,103,342,421
p287_jpg.rf.16b7bd706b116be286f8b1b29677aadf.jpg,747,587,potholes,193,111,424,435
p413_jpg.rf.0d671dd8e6e2dee978e11c05e6015233.jpg,531,378,potholes,65,68,493,299
p413_jpg.rf.0d671dd8e6e2dee978e11c05e6015233.jpg,531,378,L,246,158,470,181
p40_jpg.rf.1606ef20c877b09d36dc1c4d60b29217.jpg,435,574,L,194,233,218,508
p40_jpg.rf.1606ef20c877b09d36dc1c4d60b29217.jpg,435,574,potholes,50,86,330,504
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,potholes,470,251,775,428
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,potholes,121,246,379,384
p312_jpg.rf.157524eefecaae51340d17d1ef822b1f.jpg,999,729,L,208,342,489,375
p987_jpg.rf.16cb1fd03ed2d6505cdb9d702d76eeb7.jpg,1172,956,potholes,461,131,803,687
p987_jpg.rf.16cb1fd03ed2d6505cdb9d702d76eeb7.jpg,1172,956,L,599,135,658,696
p1106_jpg.rf.1416067e6a2710ca8f18a6fca426a6fa.jpg,378,378,L,67,273,300,299
p1106_jpg.rf.1416067e6a2710ca8f18a6fca426a6fa.jpg,378,378,potholes,97,101,319,373
p224_jpg.rf.14d7c28e9d16ba68c67959d9aeca3b9c.jpg,567,429,L,275,91,299,319
p224_jpg.rf.14d7c28e9d16ba68c67959d9aeca3b9c.jpg,567,429,potholes,1,0,543,404
p1025_jpg.rf.17548cb0aa40c26f73d3986296de6480.jpg,820,579,potholes,344,6,819,577
p1025_jpg.rf.17548cb0aa40c26f73d3986296de6480.jpg,820,579,L,427,205,480,378
p47_jpg.rf.1953e934d5bf8d96b4dd1dd394a16cd9.jpg,381,500,L,150,191,164,336
p47_jpg.rf.1953e934d5bf8d96b4dd1dd394a16cd9.jpg,381,500,potholes,161,156,286,330
p315_jpg.rf.18a95dcf8af693cf307c7fc5ec82eefd.jpg,941,731,potholes,305,62,636,555
p315_jpg.rf.18a95dcf8af693cf307c7fc5ec82eefd.jpg,941,731,L,372,171,592,526
p1638_jpg.rf.1a9bd292956ae849656639e69039f3ea.jpg,1160,714,potholes,210,103,1019,513
p1638_jpg.rf.1a9bd292956ae849656639e69039f3ea.jpg,1160,714,L,488,332,1056,357
p1126_jpg.rf.1da95b1af21b4bdcdc648fd95476966d.jpg,378,378,L,211,178,335,201
p1126_jpg.rf.1da95b1af21b4bdcdc648fd95476966d.jpg,378,378,potholes,8,96,342,239
p1126_jpg.rf.1da95b1af21b4bdcdc648fd95476966d.jpg,378,378,L,1,169,216,197
p1101_jpg.rf.1d0d302b20df59a629d2a3cee46cc97c.jpg,378,378,potholes,117,93,234,203
p1101_jpg.rf.1d0d302b20df59a629d2a3cee46cc97c.jpg,378,378,L,86,136,246,149
p252_jpg.rf.18272c51620c428eb5fad218a06613ca.jpg,716,568,L,223,258,554,278
p252_jpg.rf.18272c51620c428eb5fad218a06613ca.jpg,716,568,potholes,82,186,541,359
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,L,43,204,221,223
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,potholes,37,142,224,272
p1287_jpg.rf.19ffb9ca48a992422695f74cb0c6aa92.jpg,378,378,potholes,237,145,334,313
p1224_jpg.rf.1cc3c7c2ec12c8668afdb86893bb6864.jpg,378,377,potholes,122,127,206,342
p1224_jpg.rf.1cc3c7c2ec12c8668afdb86893bb6864.jpg,378,377,L,147,129,195,341
p1295_jpg.rf.1e99924f0a370b1be646d23541e99198.jpg,378,378,L,101,122,329,157
p1295_jpg.rf.1e99924f0a370b1be646d23541e99198.jpg,378,378,potholes,105,89,226,258
p1245_jpg.rf.1ab93532cc134a4c6a386c645b046f98.jpg,378,378,potholes,92,147,325,288
p1245_jpg.rf.1ab93532cc134a4c6a386c645b046f98.jpg,378,378,L,119,174,294,199
p166_jpg.rf.1be42b9d3374997d1e55cf5ad2c9674c.jpg,1062,712,potholes,277,44,859,587
p166_jpg.rf.1be42b9d3374997d1e55cf5ad2c9674c.jpg,1062,712,L,430,87,455,351
p1125_jpg.rf.1e359555885a15752d53cac13a22c104.jpg,378,378,potholes,54,2,318,305
p1125_jpg.rf.1e359555885a15752d53cac13a22c104.jpg,378,378,L,84,133,315,175
p1599_jpg.rf.1f73ef45f2deed88113fe6dce423e135.jpg,962,602,L,372,184,426,515
p1599_jpg.rf.1f73ef45f2deed88113fe6dce423e135.jpg,962,602,potholes,172,190,706,501
p1089_jpg.rf.1d7d87c3c8b4b0c03cf729c0b2b3f944.jpg,378,378,potholes,99,68,242,335
p1089_jpg.rf.1d7d87c3c8b4b0c03cf729c0b2b3f944.jpg,378,378,L,163,148,181,346
p348_jpg.rf.1cb60319c8846902e829ddff64b7cd52.jpg,863,648,potholes,148,116,614,349
p348_jpg.rf.1cb60319c8846902e829ddff64b7cd52.jpg,863,648,L,102,222,475,261
p1133_jpg.rf.195f574cf710494e28345c43d307fbe5.jpg,378,378,potholes,62,117,329,252
p1133_jpg.rf.195f574cf710494e28345c43d307fbe5.jpg,378,378,L,52,152,302,176
p1117_jpg.rf.1b4ec81e9bcd727a2bcfd8d7fe5a8508.jpg,378,378,potholes,76,40,290,376
p1117_jpg.rf.1b4ec81e9bcd727a2bcfd8d7fe5a8508.jpg,378,378,L,184,43,199,283
p1674_jpg.rf.1aa76728e3dd0e0dc36ca496495a2e26.jpg,822,528,L,90,282,504,313
p1674_jpg.rf.1aa76728e3dd0e0dc36ca496495a2e26.jpg,822,528,potholes,0,0,770,523
p265_jpg.rf.1f9667b4d4448e52d65446651620d23f.jpg,706,583,L,332,140,365,303
p265_jpg.rf.1f9667b4d4448e52d65446651620d23f.jpg,706,583,potholes,119,172,557,408
p1230_jpg.rf.1e55fe520e33094e9a47a281ff3b6698.jpg,378,378,potholes,15,23,363,335
p1230_jpg.rf.1e55fe520e33094e9a47a281ff3b6698.jpg,378,378,L,176,160,324,182
p1127_jpg.rf.1e9bbd8a7e4c16ed005c90c4903ba1d9.jpg,378,378,potholes,48,11,340,363
p1127_jpg.rf.1e9bbd8a7e4c16ed005c90c4903ba1d9.jpg,378,378,L,185,89,230,239
p1425_jpg.rf.1fb1c79100dbd5d0a62ddaff778bc8ec.jpg,378,378,potholes,55,95,343,262
p1425_jpg.rf.1fb1c79100dbd5d0a62ddaff778bc8ec.jpg,378,378,L,97,154,320,188
p218_jpg.rf.2145b12d01bd9388c0dcfa1453466d35.jpg,517,380,L,254,148,273,303
p218_jpg.rf.2145b12d01bd9388c0dcfa1453466d35.jpg,517,380,potholes,139,50,416,313
p1512_jpg.rf.212f1eccbcdd2ca7d62087a9aeba97fd.jpg,472,333,potholes,152,158,311,232
p1512_jpg.rf.212f1eccbcdd2ca7d62087a9aeba97fd.jpg,472,333,L,12,196,320,213
p188_jpg.rf.1de35f19e5a0536b5ce3ef429b51be62.jpg,1042,708,potholes,415,190,639,518
p188_jpg.rf.1de35f19e5a0536b5ce3ef429b51be62.jpg,1042,708,L,493,221,529,507
p1079_jpg.rf.1ec9fdf610a3d2ddc73d62120580a22f.jpg,378,378,potholes,98,141,258,308
p1079_jpg.rf.1ec9fdf610a3d2ddc73d62120580a22f.jpg,378,378,L,79,172,311,198
p469_jpg.rf.1af37ce6f806d6f3e826199916d36a94.jpg,517,378,potholes,128,90,421,287
p469_jpg.rf.1af37ce6f806d6f3e826199916d36a94.jpg,517,378,L,119,183,303,205
p1611_jpg.rf.21df310cec9118c49fe78680639dedc0.jpg,940,588,L,665,168,907,196
p1611_jpg.rf.21df310cec9118c49fe78680639dedc0.jpg,940,588,potholes,112,9,908,508
p1342_jpg.rf.20a089fbb6fea44e31778780a986ee0f.jpg,378,378,potholes,92,118,343,277
p1342_jpg.rf.20a089fbb6fea44e31778780a986ee0f.jpg,378,378,L,99,198,347,233
p1088_jpg.rf.2179f1a7ce01db01f0e2a951db9fe294.jpg,378,378,L,87,233,279,256
p1088_jpg.rf.2179f1a7ce01db01f0e2a951db9fe294.jpg,378,378,potholes,132,128,230,315
p1510_jpg.rf.22aab525f1fbfb1b76bcb90881b99df5.jpg,495,302,potholes,114,83,376,240
p1510_jpg.rf.22aab525f1fbfb1b76bcb90881b99df5.jpg,495,302,L,88,69,324,242
p1609_jpg.rf.2365003e37ca9df02423be7ef720b92d.jpg,1000,626,potholes,13,0,847,626
p1609_jpg.rf.2365003e37ca9df02423be7ef720b92d.jpg,1000,626,L,134,247,826,321
p1932_jpg.rf.2107f85aaf7a9500f33b5b7d5bbd4af0.jpg,573,421,potholes,63,118,494,339
p1932_jpg.rf.2107f85aaf7a9500f33b5b7d5bbd4af0.jpg,573,421,L,68,206,485,233
p1316_jpg.rf.26474bb94ecd6922e4ade04d7ee39a4a.jpg,378,378,potholes,14,92,337,339
p1316_jpg.rf.26474bb94ecd6922e4ade04d7ee39a4a.jpg,378,378,L,158,207,334,253
p1593_jpg.rf.25e9c3d24e5584f8c950c4910e4fd6fb.jpg,828,570,potholes,53,152,513,561
p1593_jpg.rf.25e9c3d24e5584f8c950c4910e4fd6fb.jpg,828,570,L,320,137,359,413
p1550_jpg.rf.240ebacccd61f13d909c254a5dab03b8.jpg,826,566,potholes,127,143,685,447
p1550_jpg.rf.240ebacccd61f13d909c254a5dab03b8.jpg,826,566,L,353,148,432,425
p1138_jpg.rf.24ca705a66974e84e471dd096cd89ac4.jpg,378,378,potholes,70,183,270,299
p1138_jpg.rf.24ca705a66974e84e471dd096cd89ac4.jpg,378,378,L,72,216,272,230
p123_jpg.rf.2d358d3b56e4a58bf25964f59cc211f7.jpg,522,378,L,255,59,271,176
p123_jpg.rf.2d358d3b56e4a58bf25964f59cc211f7.jpg,522,378,potholes,87,2,324,375
p1668_jpg.rf.26cf422e46c2dfcf11abc802aa0067c8.jpg,823,538,L,62,276,494,310
p1668_jpg.rf.26cf422e46c2dfcf11abc802aa0067c8.jpg,823,538,L,484,273,755,300
p1668_jpg.rf.26cf422e46c2dfcf11abc802aa0067c8.jpg,823,538,potholes,74,79,790,413
p1960_jpg.rf.29655a6876946904667c2edf8fa3ca09.jpg,589,443,potholes,192,61,463,258
p1960_jpg.rf.29655a6876946904667c2edf8fa3ca09.jpg,589,443,L,212,106,458,138
p146_jpg.rf.296c78787cee44e93cfd7ff29cde477e.jpg,518,378,potholes,98,65,372,316
p146_jpg.rf.296c78787cee44e93cfd7ff29cde477e.jpg,518,378,L,252,126,274,309
p446_jpg.rf.2808ea4ba1752324cd17c15ed91bbdcb.jpg,511,378,potholes,124,35,356,346
p446_jpg.rf.2808ea4ba1752324cd17c15ed91bbdcb.jpg,511,378,L,253,28,276,262
p288_jpg.rf.2e2a4a61d78cc0bc555ad9a02f752104.jpg,750,792,L,497,350,750,373
p288_jpg.rf.2e2a4a61d78cc0bc555ad9a02f752104.jpg,750,792,L,159,351,496,374
p288_jpg.rf.2e2a4a61d78cc0bc555ad9a02f752104.jpg,750,792,potholes,227,315,516,458
p1285_jpg.rf.29e8b12063daf93b4a55e9808ca8aeff.jpg,377,378,potholes,22,12,374,345
p1285_jpg.rf.29e8b12063daf93b4a55e9808ca8aeff.jpg,377,378,L,186,94,251,298
p56_jpg.rf.26ba1a592fa4bfe4f5f119411413521a.jpg,355,471,potholes,124,71,266,413
p56_jpg.rf.26ba1a592fa4bfe4f5f119411413521a.jpg,355,471,L,167,124,184,259
p321_jpg.rf.2c3de20d9ab5b8bed6eddac9c8a9c671.jpg,1013,760,L,466,160,506,604
p321_jpg.rf.2c3de20d9ab5b8bed6eddac9c8a9c671.jpg,1013,760,potholes,332,18,647,600
p1585_jpg.rf.28f3b558c946a7af7530aad582cc020b.jpg,829,506,potholes,286,139,529,472
p1585_jpg.rf.28f3b558c946a7af7530aad582cc020b.jpg,829,506,L,358,115,405,425
p1672_jpg.rf.2636551edfdb6e4e79fa018fb242053f.jpg,829,542,L,367,45,424,398
p1672_jpg.rf.2636551edfdb6e4e79fa018fb242053f.jpg,829,542,potholes,66,50,787,539
p1942_jpg.rf.2d621ff2ca7395b0c4c257fbffac6935.jpg,583,435,L,141,225,371,241
p1942_jpg.rf.2d621ff2ca7395b0c4c257fbffac6935.jpg,583,435,potholes,150,132,512,313
p319_jpg.rf.2ad1d1fcaf131aa1c43374063867d34e.jpg,890,669,potholes,310,170,591,451
p319_jpg.rf.2ad1d1fcaf131aa1c43374063867d34e.jpg,890,669,L,463,167,497,511
p500_jpg.rf.2db635d267e2bdb2e6578aa167deb862.jpg,511,378,potholes,183,54,292,289
p500_jpg.rf.2db635d267e2bdb2e6578aa167deb862.jpg,511,378,L,177,56,211,144
p217_jpg.rf.23a56b71191e8046aa523b33c3515e60.jpg,527,365,potholes,191,103,382,234
p217_jpg.rf.23a56b71191e8046aa523b33c3515e60.jpg,527,365,L,200,150,369,169
p132_jpg.rf.2dafbd039a32d4dbe71ecec78c7e764d.jpg,575,378,potholes,0,0,566,378
p132_jpg.rf.2dafbd039a32d4dbe71ecec78c7e764d.jpg,575,378,L,270,41,289,212
p1304_jpg.rf.2baeeb2c004e536d38c78b9b5f071378.jpg,377,378,L,151,105,176,359
p1304_jpg.rf.2baeeb2c004e536d38c78b9b5f071378.jpg,377,378,potholes,121,111,230,375
p269_jpg.rf.27bff8be28964d69e41085c723afcd3f.jpg,868,617,potholes,119,107,776,612
p269_jpg.rf.27bff8be28964d69e41085c723afcd3f.jpg,868,617,L,327,256,762,278
p448_jpg.rf.2e6a0e0acd54540b2adc4ac1f1e966c1.jpg,518,378,potholes,61,52,394,318
p448_jpg.rf.2e6a0e0acd54540b2adc4ac1f1e966c1.jpg,518,378,L,66,131,236,150
p498_jpg.rf.2e6d776c947ba6af456057bb5bb22bbb.jpg,516,378,potholes,142,145,267,289
p498_jpg.rf.2e6d776c947ba6af456057bb5bb22bbb.jpg,516,378,L,184,171,245,294
p437_jpg.rf.31ce0bbfae0654a59ed42c78c71132ab.jpg,521,378,L,146,159,345,178
p437_jpg.rf.31ce0bbfae0654a59ed42c78c71132ab.jpg,521,378,potholes,96,106,457,233
p1112_jpg.rf.31b09ad488736adf6345911956bb339a.jpg,378,378,L,204,167,218,323
p1112_jpg.rf.31b09ad488736adf6345911956bb339a.jpg,378,378,potholes,184,166,268,317

p1653_jpg.rf.20a9d560a8a668ade639216d79f87d44.jpg,950,624,potholes,43,1,943,599
p1653_jpg.rf.20a9d560a8a668ade639216d79f87d44.jpg,950,624,L,519,183,576,597
p1176_jpg.rf.2cbfd6e09b8fb87b9de35cba817302bd.jpg,378,378,potholes,61,76,316,319
p1176_jpg.rf.2cbfd6e09b8fb87b9de35cba817302bd.jpg,378,378,L,159,63,184,261
p944_jpg.rf.31be1604740472a666d801a6692533e0.jpg,368,394,potholes,53,98,309,379
p944_jpg.rf.31be1604740472a666d801a6692533e0.jpg,368,394,L,200,55,209,183
p1037_jpg.rf.32db15fc5db32687feda9d6065b11258.jpg,378,378,potholes,130,14,266,338
p1037_jpg.rf.32db15fc5db32687feda9d6065b11258.jpg,378,378,L,173,35,192,237
p1129_jpg.rf.3b21086df014aa97a0ca5f817b182d8a.jpg,378,378,potholes,83,91,213,316
p1129_jpg.rf.3b21086df014aa97a0ca5f817b182d8a.jpg,378,378,L,146,93,175,209
p1122_jpg.rf.3706c4c0fc5981a931b9fd3e03263dd5.jpg,378,378,L,198,102,218,308
p1122_jpg.rf.3706c4c0fc5981a931b9fd3e03263dd5.jpg,378,378,potholes,151,115,378,378
p148_jpg.rf.355f0ad76ef9da4eba067b5a99307fbb.jpg,534,378,potholes,131,52,489,328
p148_jpg.rf.355f0ad76ef9da4eba067b5a99307fbb.jpg,534,378,L,125,164,322,193
p1540_jpg.rf.35494867b414e57183748d917d203cbc.jpg,441,291,potholes,55,81,359,290
p1540_jpg.rf.35494867b414e57183748d917d203cbc.jpg,441,291,L,196,73,233,253
p80_jpg.rf.3594bdf7e7408c15bd296b3342821fec.jpg,428,581,L,1,275,179,294
p80_jpg.rf.3594bdf7e7408c15bd296b3342821fec.jpg,428,581,potholes,17,135,390,447
p1076_jpg.rf.380c73c5a8f968406bafaebfb04edbcc.jpg,378,378,potholes,103,117,265,276
p1076_jpg.rf.380c73c5a8f968406bafaebfb04edbcc.jpg,378,378,L,38,193,274,217
p1973_jpg.rf.361e337c265c00e99681ef64bd027d6f.jpg,588,444,potholes,248,150,392,345
p1973_jpg.rf.361e337c265c00e99681ef64bd027d6f.jpg,588,444,L,318,171,352,344
p280_jpg.rf.382c6d98e4067d69574d34db931b49ca.jpg,671,565,L,138,250,501,278
p280_jpg.rf.382c6d98e4067d69574d34db931b49ca.jpg,671,565,potholes,111,73,667,390
