filename,pothole_area_mm2,aspect_ratio
469,28518.280632411068,1.4873096446700507
1611,117238.4887839433,1.595190380761523
1342,9195.622119815667,1.578616352201258
1088,8299.818840579708,0.5240641711229946
1510,2014.9897129420985,1.6687898089171975
1609,20390.720199968757,1.3322683706070289
1932,16919.975131006307,1.9502262443438914
1316,19708.745059288536,1.3076923076923077
1593,34957.26495726495,1.1246943765281174
1550,15503.541561943062,1.8355263157894737
1138,16571.42857142857,1.7241379310344827
123,94445.51282051283,0.6353887399463807
1668,32563.180827886707,2.143712574850299
1960,13563.770325203253,1.3756345177664975
146,34164.927968206655,1.091633466135458
446,26812.337421033077,0.7459807073954984
288,14204.158790170131,2.020979020979021
1285,17679.638009049773,1.057057057057057
56,42321.56862745098,0.4152046783625731
321,20645.27027027027,0.5412371134020618
1585,11107.618393960192,0.7297297297297297
1672,35044.87848516476,1.474437627811861
1942,35609.78260869565,2.0
319,13502.22298221614,1.0
500,17122.326203208555,0.46382978723404256
217,15584.553098723138,1.4580152671755726
132,131700.83102493073,1.4973544973544974
1304,9063.307086614173,0.4128787878787879
269,69338.5579937304,1.300990099009901
448,54847.05882352941,1.2518796992481203
498,4798.080767692923,0.8680555555555556
437,24251.256281407037,2.84251968503937
1112,11615.384615384615,0.5562913907284768
1653,45614.0350877193,1.5050167224080269
1176,25036.36363636364,1.0493827160493827
944,124888.88888888889,0.9110320284697508
1037,22961.959353830116,0.41975308641975306
1129,17390.011890606424,0.5777777777777777
1122,28981.067961165045,0.8631178707224335
148,34590.58288114826,1.2971014492753623
1540,19079.87987987988,1.4545454545454546
80,68820.81608515671,1.1955128205128205
1076,9095.338983050848,1.0188679245283019
1973,9547.77286637198,0.7384615384615385
280,34681.621408894134,1.7539432176656151
1502,13668.884664131812,1.3463687150837989
349,63744.55732946299,1.3573770491803279
1074,37716.54929577465,1.150259067357513
212,80542.42581988548,1.3319502074688796
1186,11569.43246506814,1.2777777777777777
335,13405.05617977528,0.6947040498442367
214,70257.03794369644,1.3937282229965158
926,45532.99492385787,1.570048309178744
333,12145.019679079624,0.6366197183098592
244,18216.2962962963,4.377358490566038
466,18853.32207207207,2.4011976047904193
952,27251.741293532334,0.8592814371257484
249,55148.45938375351,2.3260869565217392
1654,16917.29906864436,0.9608763693270735
2009,6815.9688412852975,1.09375
111,55862.06896551724,1.0317460317460319
121,32095.588235294115,1.4923076923076923
54,39465.42056074767,0.9019607843137255
1188,8714.711137581893,0.6344086021505376
1526,10273.684210526315,1.8154761904761905
1511,18496.153846153844,0.9913419913419913
185,16711.859979101362,1.048582995951417
1981,23011.049723756903,0.9020408163265307
404,69333.33333333333,1.5288461538461537
1335,10496.34324719649,0.42391304347826086
1116,31432.443703085908,0.6716417910447762
292,18930.295566502464,2.197860962566845
1120,9881.87134502924,1.1932773109243697
322,49501.78217821782,0.7380952380952381
1567,16560.559440559442,2.5625
1022,53059.36073059361,1.6164658634538152
1065,22577.665117589073,0.9026845637583892
2028,5651.0344827586205,1.1813725490196079
1248,44200.0,0.9635627530364372
336,18178.846153846152,0.559610705596107
1325,8829.931972789116,1.0056818181818181
161,55167.48315982854,1.1869328493647913
468,25800.0,1.0078125
257,27601.53846153846,2.017316017316017
133,32260.869565217392,0.9905660377358491
1449,18051.759232334978,0.8247422680412371
290,15723.299002513988,1.0629139072847682
1009,4370.874704491726,1.2670157068062826
1108,6295.775869546362,1.2267441860465116
211,71350.28248587571,1.1849315068493151
297,21647.38871363477,2.4125
1545,28223.68421052631,1.103030303030303
1243,21303.163169433134,0.9261992619926199
1930,98924.15654520917,1.139650872817955
1336,12027.58620689655,1.5138888888888888
1263,23479.166666666668,1.6956521739130435
228,21051.233396584437,0.75
1251,40843.63636363636,0.9122807017543859
112,16674.20814479638,0.9136363636363637
324,21625.733137829913,1.6185185185185185
1980,35000.0,0.9142857142857143
415,107352.62345679011,1.0
1142,19349.137931034486,0.8
1594,13058.035714285714,1.3846153846153846
1989,62712.191034771684,0.8948655256723717
943,39867.88459396234,0.6346516007532956
1926,19542.617605961805,2.642857142857143
337,23221.967963386727,0.5717054263565892
1328,29159.298245614034,0.6163522012578616
1114,26371.951219512197,0.865
2019,8159.21568627451,1.6996699669966997
1049,20560.38647342995,0.9047619047619048
982,51809.49566587864,0.9476510067114094
332,22893.352192362094,0.6504629629629629
452,107433.72657876475,0.9140893470790378
1326,5187.071330589849,0.9441340782122905
1445,9568.957456755492,0.6918604651162791
87,38523.61516034985,1.1987951807228916
2024,43738.693467336685,0.68
255,32815.15151515151,1.1470588235294117
334,31570.70707070707,0.6288416075650118
298,31833.333333333332,2.2209302325581395
1552,20232.0,1.8576512455516014
1956,45123.574144486694,1.551155115511551
1324,7122.512896094327,0.55893536121673
1071,53094.60359760159,0.8031746031746032
147,69820.80924855491,1.2801556420233462
125,31650.0,0.9017094017094017
1427,53703.10391363022,0.6501650165016502
1669,17309.756097560978,1.4525386313465785
1277,13509.316770186335,1.0740740740740742
204,13347.593582887699,0.609375
1118,14629.213483146068,0.5677655677655677
1084,9207.920792079207,1.1290322580645162
1503,6297.1285892634205,0.6030927835051546
191,47221.86076772935,0.6701754385964912
1450,47107.89473684211,0.7264957264957265
923,67666.66666666666,1.2288401253918495
412,81519.45080091534,1.336986301369863
1135,2013.8888888888887,1.2608695652173914
1064,6818.033854166666,0.24067796610169492
2001,42049.685534591204,1.7302158273381294
1030,29762.8719886632,1.356060606060606
945,8324.856961220597,1.3917525773195876
239,13903.333333333334,3.383720930232558
986,15984.119106699754,1.3863636363636365
165,31147.65432098765,0.8405365126676602
259,20561.847988077494,3.154320987654321
258,26863.09260079752,1.9674418604651163
1264,24480.752405949257,0.6518771331058021
428,31912.32876712329,0.9285714285714286
1573,19613.2521974307,1.0594594594594595
1938,69205.05050505052,1.3307888040712468
1349,46073.38444687842,1.523404255319149
330,22961.19733924612,0.4287769784172662
1650,36568.055555555555,1.2124463519313304
48,13892.682926829268,0.6544117647058824
1109,9458.702064896754,0.5707547169811321
79,33571.150097465885,0.3623853211009174
981,24226.04540023895,0.7861736334405145
1228,9444.085817353332,1.406015037593985
296,21638.602776533815,2.170616113744076
1063,14552.508361204014,0.5034013605442177
942,37482.26950354609,1.438095238095238
241,64500.0,1.7616279069767442
979,37599.03961584634,0.8592592592592593
64,63811.76470588236,1.6298076923076923
1095,17195.959595959597,0.3609022556390977
1090,15879.180710396682,0.8339483394833949
1026,11567.213114754097,1.172872340425532
1306,8004.9337033610855,1.8644067796610169
1258,247730.76923076922,0.8407079646017699
42,13914.97461928934,3.0352941176470587
279,59743.19382364892,1.2929782082324455
1008,41509.55214531788,1.2
1104,17198.58156028369,0.6013745704467354
925,30301.149425287353,1.8299319727891157
1999,27169.851380042463,1.4253731343283582
1313,2355.508474576271,0.46788990825688076
317,22523.37486123103,2.3887468030690537
1556,4140.7206509105,1.1141552511415524
1566,22298.51258581236,1.287917737789203
311,19740.335910423888,0.7416020671834626
2000,122485.20710059172,1.1304347826086956
1054,52755.90551181103,1.8611111111111112
439,27100.183486238533,0.56353591160221
331,63777.880753784375,1.111368909512761
1673,29505.862002690756,1.6004566210045663
1658,21165.075635188718,1.0789889415481833
124,52094.117647058825,0.9407665505226481
447,34241.95624195624,1.0557768924302788
1977,29551.94805194805,1.4247104247104247
443,19430.325352977285,0.8497409326424871
462,20606.97359512526,0.6375404530744336
1544,13828.57142857143,1.2396694214876034
1111,9941.950113378685,1.1649484536082475
1583,18399.32591843613,1.562200956937799
1299,5181.578947368421,1.1623376623376624
1072,44355.99284436494,1.3736842105263158
325,26563.119533527697,0.8649237472766884
1333,2812.144212523719,0.9122807017543859
1333,3178.368121442125,1.34
1169,5493.279569892473,0.9104477611940298
1169,2542.338709677419,0.8041237113402062
1343,15221.915054033676,0.5929203539823009
43,97873.70242214533,0.9450867052023122
1543,20465.052115266706,1.1493775933609958
1518,4487.215909090909,1.7333333333333334
1070,10902.122641509433,0.6
1195,7327.905255366395,1.98
1235,2177.7115909655004,1.1495327102803738
1197,6447.515354550531,1.0402684563758389
1003,80540.73803434416,1.3494949494949495
50,4329.841525651356,1.0483870967741935
158,12419.605406245146,0.9186440677966101
1995,22704.545454545456,1.5633802816901408
1555,5656.783216783217,2.649532710280374
1282,11457.013574660634,0.8815165876777251
1442,17849.551414768805,0.8688524590163934
1061,12446.02609727165,0.3524590163934426
477,13696.145124716553,0.7947019867549668
2026,31728.71287128713,1.0489296636085628
966,72668.37246963564,1.2223382045929019
999,37239.45205479452,1.7092198581560283
939,85431.93798449612,1.144092219020173
969,15953.856496760787,1.3451043338683788
202,17840.593141797963,0.6285714285714286
313,10655.546813532652,2.6052631578947367
1354,11833.333333333332,1.0669014084507042
1020,94389.43894389439,2.166153846153846
1622,31076.2331838565,0.6527472527472528
1236,48932.41379310345,0.8121546961325967
295,49533.5463258786,2.3859649122807016
1168,9965.517241379312,0.875
414,163930.71051086322,1.671280276816609
1002,245839.70588235292,1.4572025052192066
1509,15888.76404494382,1.1329113924050633
1661,18958.041419662793,0.7473867595818815
327,24318.86014248219,0.6434262948207171
153,41952.2491349481,2.0702479338842976
1517,19945.39321104786,1.5506072874493928
243,56377.272727272735,0.9936708860759493
422,105033.84615384616,1.6254980079681276
1102,39497.40932642487,1.3016528925619835
1943,67819.54887218044,0.8853658536585366
242,44340.74074074074,3.9315068493150687
1648,45101.90427174473,1.2803418803418802
1315,5137.760416666667,0.6022099447513812
933,34804.508356004655,0.9015544041450777
1685,54033.018867924526,1.4683544303797469
1185,10487.812804679883,0.2680115273775216
1626,10547.650580070986,3.0054945054945055
1048,16104.07876230661,0.6550218340611353
1105,23744.897959183672,0.8715083798882681
1047,19661.590524534684,0.5928571428571429
1936,52920.60810810811,1.2857142857142858
85,25558.95589558956,0.9233870967741935
938,81888.09523809525,1.1587677725118484
1970,38198.95287958116,1.0105263157894737
997,18640.394088669953,0.7818181818181819
1081,21046.540880503147,0.2640449438202247
1284,20209.92907801419,0.7527472527472527
44,10216.276477146042,1.1012658227848102
1098,21711.139896373057,1.4701986754966887
1075,18905.817174515232,0.8241758241758241
135,79166.39914392724,1.3263473053892216
2027,25184.254606365157,0.6258064516129033
1639,10636.38380969288,1.0895522388059702
177,13792.731896667114,1.022271714922049
294,19371.428571428572,0.9338842975206612
175,28896.028788073512,0.8438356164383561
1187,16463.565891472866,1.579268292682927
405,78792.51012145748,1.4588744588744589
1440,39538.29401088929,1.608695652173913
350,41358.41584158416,1.125
1620,45627.89182144021,0.9360146252285192
102,53418.2098765432,0.6677018633540373
256,32608.09223871037,1.3855421686746987
1618,27132.829098325827,1.775943396226415
929,61001.17178345441,1.217125382262997
1407,3272.727272727273,0.8888888888888888
440,28048.142333856624,0.746268656716418
106,10303.734579596648,1.2176656151419558
67,26045.81072935503,0.5137931034482759
69,15363.21243523316,1.3355704697986577
429,6155.738559366205,1.669172932330827
1298,6391.304347826087,1.072992700729927
149,38194.33198380566,0.6716981132075471
176,26580.020482264226,1.1062992125984252
946,35851.331360946744,1.0629139072847682
245,14373.983739837398,2.451923076923077
83,125158.73015873015,1.0921052631578947
1274,17752.67379679144,0.5424354243542435
497,6544.117647058823,0.898876404494382
967,21976.882711672104,0.6985138004246284
199,26407.045009784735,0.3696581196581197
2016,61260.43956043957,1.2172897196261683
136,111450.74626865673,0.8690807799442897
454,22666.666666666668,0.9166666666666666
89,15593.91304347826,1.4367088607594938
89,22726.956521739132,0.8925619834710744
1539,46559.57161981258,1.587837837837838
1193,19397.485714285718,0.5735294117647058
1350,7049.2307692307695,0.6810344827586207
57,38642.1845574388,0.9826989619377162
1345,16153.62811791383,0.6780487804878049
66,6161.490683229813,0.8847926267281107
471,18617.647058823528,1.8034188034188035
308,62646.01392638908,0.8656957928802589
1949,12380.434782608696,2.8151260504201683
320,29546.543778801843,0.42700729927007297
53,79858.71964679912,1.303921568627451
1080,30870.967741935478,1.3957219251336899
88,9731.805253471643,0.7366548042704626
1998,21389.920424403183,1.1005291005291005
90,46119.35150051742,1.0914285714285714
1527,15783.157894736842,0.5294117647058824
61,27598.790322580644,1.4378698224852071
1521,10064.10930110352,1.4736842105263157
206,33916.461916461914,0.6839080459770115
1265,59359.11602209944,0.8069620253164557
1077,8641.618497109826,0.8041958041958042
81,18679.01234567901,0.8595505617977528
122,112589.97050147493,0.7084468664850136
1017,185451.39708776074,1.4874371859296482
60,13701.492537313434,1.2592592592592593
52,44258.426966292136,0.858085808580858
1155,1895.0712895667027,0.9556962025316456
1586,26957.471264367814,0.8847517730496454
68,20000.0,0.8307692307692308
2007,40814.73214285714,1.0753623188405796
932,17693.80263442021,2.116182572614108
953,33960.51103368176,1.5813953488372092
2025,61277.161862527726,0.8703703703703703
2014,16291.438291438291,0.7963525835866262
1547,14224.763460622149,1.1925675675675675
139,40928.3950617284,0.6621621621621622
1043,5456.64739884393,0.8135593220338984
1269,51524.15966386554,0.6678966789667896
1302,5699.010959636461,0.5073170731707317
1107,23938.775510204076,1.0522875816993464
423,4470.588235294118,0.8
1582,11558.88888888889,2.0396039603960396
63,33439.189189189194,0.9702970297029703
46,11219.512195121953,1.84
207,19425.986842105263,0.7322834645669292
2022,154867.2067629447,1.2826086956521738
931,36820.91282808053,0.9624413145539906
167,16689.022556390973,1.0974842767295598
463,23162.264150943396,0.6387096774193548
253,20596.931659693164,2.9295774647887325
1666,17256.70498084291,1.2795454545454545
1652,11476.68299764108,1.210820895522388
1113,15082.77130594727,1.1388888888888888
1538,16380.893300248139,1.49079754601227
55,72573.12925170068,2.20863309352518
1352,11190.47619047619,1.41
1671,124255.71658615136,1.5809716599190284
1062,12391.143911439114,0.5289855072463768
453,33447.916666666664,1.0526315789473684
82,75893.02325581395,0.6081081081081081
1529,15545.454545454546,6.631578947368421
316,41765.342960288806,1.8224637681159421
985,21144.88808227465,0.8592017738359202
1275,9203.512396694216,1.2796610169491525
41,32441.379310344826,1.0666666666666667
285,35632.80241067585,1.6753246753246753
58,31212.814645308925,0.6387096774193548
1337,22432.08092485549,0.23822714681440443
2020,87368.6440677966,2.1187739463601534
128,75645.11278195489,0.9097222222222222
1226,24178.34394904459,0.5347985347985348
1041,10887.86064235166,1.5663716814159292
119,14201.438848920863,0.8439716312056738
246,70550.89820359282,1.5930232558139534
1515,23641.53439153439,1.2008196721311475
978,29755.960729312763,1.1470588235294117
1630,29905.35583272194,0.2921174652241113
170,37928.63247863248,1.061124694376528
270,36157.377749306,0.8015384615384615
1229,7083.817427385893,0.3402061855670103
928,33100.35155001598,1.5680933852140078
1413,17921.18432026689,1.1780104712041886
956,42399.36858721389,1.2392156862745098
318,38812.5443451114,0.93717277486911
441,25501.14416475972,0.8883928571428571
240,35307.69230769231,2.0606060606060606
1596,19277.45405647692,1.3125
1994,96487.65432098767,0.9482758620689655
410,30592.592592592588,2.2987012987012987
1928,27798.156389065483,1.5569620253164558
276,40487.95681063122,2.029032258064516
1591,2861.8633297487536,1.8758169934640523
1642,34283.43782654128,1.5811623246492985
344,57235.77235772357,1.1049107142857142
300,52803.36403684421,1.465
1659,44424.21875,1.255772646536412
345,36390.12925969448,1.0854430379746836
2018,67448.29244829246,1.1126760563380282
101,37493.49845201238,1.5
1532,88676.47058823529,1.5111940298507462
1141,3225.0884433962265,1.1161616161616161
1643,32989.09090909091,2.2123456790123455
271,15769.230769230768,1.8146341463414635
278,59817.81376518218,2.6266666666666665
1288,6502.42214532872,0.8055555555555556
1635,6983.067016455998,3.9344262295081966
1058,67424.69135802469,0.756838905775076
262,19313.47517730496,2.175675675675676
1247,11007.633587786258,0.36245954692556637
455,15189.814814814814,0.7568627450980392
263,29850.63915676161,1.673758865248227
1569,21922.618181818183,0.7839851024208566
1240,8217.391304347826,1.6153846153846154
1103,20842.35294117647,0.4174757281553398
973,14195.301974108135,0.6287015945330297
1961,24236.926064641415,1.4917355371900827
934,32457.142857142855,1.1833333333333333
451,45641.02564102564,1.335
1663,28984.223982041527,1.7349726775956285
174,18960.15037593985,1.1059602649006623
1660,16632.075471698114,0.6117886178861789
39,27900.0,1.5483870967741935
1644,18730.671197960917,1.2891832229580573
1320,13145.288753799392,0.4811320754716981
1506,27386.90476190476,2.0093457943925235
1541,30166.598943518893,1.7655172413793103
1082,10854.567022538553,1.980263157894737
84,24422.28835978836,0.6052631578947368
1662,13538.521603331597,0.7844660194174757
126,11307.936507936509,0.948905109489051
1508,15551.100887282286,1.207070707070707
1655,28822.870851659332,1.2269372693726937
184,20468.227424749162,0.9916666666666667
1027,6738.489345509894,0.33916849015317285
323,59781.428571428565,1.76657824933687
45,30023.41137123746,1.3546099290780143
1214,10284.06326034063,0.3322884012539185
1557,8767.908309455586,1.0032786885245901
1598,93496.38802889577,2.4072164948453607
1035,36949.77168949772,1.0321428571428573
1059,11995.675675675677,0.5488721804511278
2017,74284.81012658228,1.0688705234159779
1123,22032.042723631508,0.9955156950672646
134,120936.17021276595,1.4871794871794872
1286,56484.971981660725,2.3376623376623376
1962,26624.680851063833,2.5063291139240507
1000,233878.7456445993,0.9293478260869565
51,21510.204081632655,0.5470588235294118
1676,49071.32867132868,1.3878406708595388
1271,15941.605839416057,0.717948717948718
1293,6643.874643874643,0.803030303030303
1293,3428.300094966761,1.25
1052,60288.6977886978,0.9292307692307692
120,34934.984520123835,1.0783410138248848
163,27867.324561403504,0.8593406593406593
268,16124.57402499053,1.526946107784431
1033,5515.155233771015,0.9906103286384976
1572,93110.09615384616,0.7416829745596869
277,48000.95877277085,1.7323529411764707
1121,3776.388328627135,0.6682926829268293
456,12884.70588235294,1.0
1291,9796.084413933384,1.5357142857142858
995,21277.30480972131,1.1743486973947896
2005,17978.698906160047,0.893048128342246
1272,47510.86956521739,0.6595744680851063
152,52133.333333333336,0.6932624113475178
1610,28111.594202898552,1.7121848739495797
2023,12401.760704281713,0.7163461538461539
1096,18546.240851630075,1.784
329,14530.345471521941,0.6747311827956989
1055,13646.020179372197,0.6728624535315985
107,4840.869681205816,1.2267441860465116
250,61870.50997782705,1.6280193236714975
1420,8481.152993348116,0.8742857142857143
1948,12872.516556291392,2.488
1624,24208.6144265698,0.6911111111111111
1130,5681.818181818182,0.8503401360544217
1667,24829.31442080378,1.1955922865013775
2008,48878.12187812188,1.219020172910663
1260,20188.933873144397,0.6678571428571428
1157,1830.2277432712215,0.49038461538461536
309,79619.04761904762,1.4251012145748987
930,36247.01445631678,0.966903073286052
1974,33487.816091954024,0.7073791348600509
1201,35394.990366088634,0.5060606060606061
1581,12663.288927713475,0.9725274725274725
1019,8524.285714285716,2.2941176470588234
190,38014.04494382023,1.3487031700288183
251,96567.98986486487,1.899135446685879
478,76698.75376020628,1.6437768240343347
1128,35947.82608695652,1.056980056980057
411,14839.911308203991,1.5842696629213484
465,5106.643356643357,1.3804347826086956
465,17086.101398601397,0.6305220883534136
1312,3281.283422459893,0.5673076923076923
230,67662.7140974967,2.3445945945945947
998,22128.245892951774,0.9066002490660025
442,23073.78854625551,0.7630662020905923
1051,96321.96162046908,0.8553846153846154
941,14650.912996777659,1.065625
409,9324.618736383442,1.308411214953271
1310,5985.750822067957,1.015748031496063
1551,7332.173913043479,1.2795698924731183
118,81005.28169014085,0.939297124600639
1196,2957.176843774782,1.1414141414141414
1683,37109.16909418782,1.5311004784688995
1579,21334.0383344349,1.1755725190839694
475,18186.33540372671,0.7868852459016393
1684,61062.09150326798,1.392079207920792
1553,27857.480029048656,1.5078369905956113
1200,37804.700430321085,0.48255813953488375
980,20960.174672489084,0.6600331674958541
1180,28541.87817258883,0.5204081632653061
1318,7947.327249022164,1.2693877551020407
127,31621.333333333336,0.8099173553719008
264,10947.368421052632,2.8623853211009176
173,8337.5,0.8922413793103449
1119,16513.29243353783,1.1176470588235294
1554,72944.59298871063,1.3327841845140034
1139,14819.1856452726,0.5532994923857868
444,19242.937853107345,0.47985347985347987
1179,5168.5880382303685,1.0506329113924051
1657,24936.898395721928,1.5870646766169154
231,19957.8125,0.6597510373443983
936,71763.51351351352,1.276485788113695
1303,9923.868312757202,0.2803234501347709
49,13316.129032258063,1.2463768115942029
1923,61035.95505617977,0.7346072186836518
200,11762.114537444933,4.362745098039215
247,6811.029411764705,2.6610169491525424
1253,16169.535732916014,0.6233183856502242
1018,26936.700336700338,1.2285067873303168
1305,25406.25,1.2904761904761906
1934,40071.24213112237,1.2507739938080495
1580,8638.152266894782,1.1647058823529413
1177,12670.531400966185,2.855421686746988
1294,10640.042316847394,0.9060402684563759
1060,36640.56170672428,1.03515625
1221,4076.6550522648085,0.5538461538461539
972,23353.135313531355,0.7131147540983607
968,29703.457216940362,0.9027552674230146
110,41387.755102040814,1.3412698412698412
1625,9970.932293512938,1.0173611111111112
994,33917.375831657126,0.6449399656946827
116,10528.86977886978,0.6512455516014235
1406,10475.507765830347,0.23357664233576642
1406,288838.7096774194,0.9173553719008265
1443,13737.246137401615,0.6298507462686567
1542,23392.58941957593,1.1813953488372093
326,96826.80326734044,0.9553719008264463
291,66049.25707307144,1.8644067796610169
1083,43427.10997442455,0.7420494699646644
1024,20217.14285714286,0.3711967545638945
1024,5552.044817927171,1.0723684210526316
284,89822.48520710059,1.3636363636363635
1355,69127.07182320442,0.84472049689441
1314,29500.178253119426,0.551094890510949
1309,9460.285714285716,0.4134275618374558
416,82208.48938826467,1.2701863354037266
1036,15571.671195652174,1.463276836158192
198,17168.78402903811,0.9593023255813954
1959,22239.923954372625,1.4477611940298507
1356,49694.62365591398,0.6855345911949685
225,22985.07462686567,1.1846153846153846
1073,58968.468468468476,0.9320754716981132
935,38236.25922887613,0.9335443037974683
203,16547.256097560978,0.7784431137724551
461,17953.738569123183,0.6651785714285714
