ID,Area,Width,Height,Bags
1291_d8d2de07ab0d7315cfa952b2d0d5194b,0.5977749471754465,1.9937423097571616,1.2982508063535005,0.5
230_e7168efd32c843e41cda92c3ab59e144,1.1728018189123168,5.013084887442399,2.1381457156814845,2.0
1413_b59a8802baeaab9eedb613224d1323b7,0.49455225845601264,2.0537884487375937,1.743438194261691,0.25
412_593d983a2ce262cdc2d8bee4eb10a7f7,14.67309366784528,5.099613786505781,3.814260311628299,1.0
1187_939a9214711a877860f0fb27ab3cbe78,1.1992209834157712,2.9668376607573292,1.8786153527575364,5.5
190_e02e1a1633dc2c451440894bd0db8547,0.8608803714209751,3.4807085427647193,2.580781761408884,0.5
440_94dc5d44399842b014529173ef701db3,4.827530765065183,2.1833163425739146,2.9256438990490454,0.5
1356_fe95233f3f5301dc1e8d4c2d7318b605,0.049302303151123515,2.3365004536836795,3.4082896526211472,0.55
82_af64a926030f4719a27d92b15e8eb6c0,4.665994833192384,2.9176361212791817,4.797890510547988,1.5
1076_380c73c5a8f968406bafaebfb04edbcc,2.171680636519653,1.365836878314247,1.3405436027899091,0.25
453_aee371ad20c4f07c4399c7c3a3118ca6,3.0661184575743414,2.6937581907458563,2.5590702812085637,1.0
134_d270b4a923f4f8b60376b7eee533d8f9,6.372829108244844,5.734543358557163,3.85598605144361,1.0
1302_aa753e95179e48e3262e8607852ef2c9,1.3983916230861473,1.160490973515475,2.2875062458718496,0.25
1003_749c0e7a6fb144c1fd6f1546dbb6dc8f,18.486044648731948,3.7345544744913024,2.767371953402986,1.0
443_6ec20190db7d88da1b910a6798a8fb6c,2.308722175516955,1.803259688454449,2.1221287797055406,0.5
1089_1d7d87c3c8b4b0c03cf729c0b2b3f944,3.2087880302936176,1.4385124093422388,2.685893799261383,0.5
1265_a77569801e234763b3d3eef545156959,0.41823476387137387,2.808053311932605,3.4797837120419732,0.5
980_e853f95f2e4796cbdf0bc9ca3e86799b,0.11607888466975465,1.7277261069021075,2.6176352825677656,0.5
1663_cb70b952b1bf0943c13d890fc0aa42c5,0.006681596413847118,2.293412823131308,1.3218725878205648,1.0
271_c42c4a583f7a3aa2fd6ca7d473ac12ee,0.4240625708834685,1.8428887426244192,1.0155704092419515,0.5
932_a774628ae32b63a97e5ac68063b25510,1.5933548493294876,2.4153939100497537,1.1413920241607658,0.5
239_60aea2dd7b6cd0c5fc3cb6ab3cec6393,0.017378338325375067,2.5801512513694616,0.7625189265215591,1.0
1643_c690b0d944947ec324e041ca8ceacdd6,2.3221947002134145,3.4820873102908916,1.5739345543167533,1.0
40_1606ef20c877b09d36dc1c4d60b29217,0.5493301556441275,2.0286526454808187,3.0284885921820797,0.5
48_61e7d3f971273b2a908959e59e19d83f,0.5031751986765749,1.7131825815690578,2.6178969785774364,2.0
277_d4f0f54c4dcf486dd8ea956cc2c77e05,0.9092836365541498,3.9356853463432846,2.271872695682032,1.0
952_3486c6acf545a576395e6e75041431f7,0.9900771316726901,2.8133874929709113,3.2741164552344406,0.5
322_411425b98b967681e5d21a266eb550da,0.026354228938917992,3.3009337256826576,4.472232789634568,1.5
1336_47d3f868f8f32da0f9a8786df620edd4,0.0022654255534352826,2.469313853244458,1.6311063984734033,0.25
1169_6f7c26bab3820ddfd0db0a8db792e4fd,0.5295322165198237,0.8265661974894187,1.0279092455958156,0.5
1138_24ca705a66974e84e471dd096cd89ac4,0.5030689871295223,1.9951179342832535,1.1571684018842872,0.5
311_6c13b231c548878eda51632af1658f79,2.5762927535606424,1.6754572075681593,2.259240206720828,0.5
1683_e99a112ba42d4a5ecc7b0e020e822069,0.23009776649081232,4.698869513532861,3.06894915102615,1.5
291_f92016f6a2b7a27fa751d8b97716c22b,0.6366158026856462,3.79966024391867,2.037999585374559,1.0
1427_525357c1e33b5886acf23bad4e8b3de7,0.9146705547536905,2.297463971522084,3.5336628597522406,1.0
1335_41958b74b472e2c2aa40abe377bf1af4,0.5952648514446286,0.79659141735127,1.8791387281106884,0.25
1586_a82c8ae5edc25ee849dd48908b06ed8f,1.9158406114569464,3.9093991376339914,4.41863950626367,1.0
984_a034926ee6b8636bdd808b1514b4cd45,3.07639522007033e-05,0.0,0.0,0.5
1052_d7b282633fc6a83d39e1315b169b44dc,7.682879021031992,4.0367261636655085,4.3441589509645375,1.05
1671_ab2403ea87dcedd3e469a74bda7f04cb,10.19552402934808,4.5213865420419115,2.859878299319724,2.5
1326_50ee16c813f895e4f01fcf863d47e901,0.614064271388286,1.518093356708899,1.6079213659816147,0.25
475_ef17782b7f76e320aea4c2e7fafaca60,0.7510279406702766,2.0632045301000583,2.621989090335491,0.5
1101_1d0d302b20df59a629d2a3cee46cc97c,0.7697135233255427,1.4576963779392764,1.3704837741309435,0.25
246_ba4cd414f8f1267dc36877fe5f2f3968,0.004545685446664393,3.2776784536474826,2.0575207811217777,3.0
260_09b2dde4aa64f37559b73d8b88acdad5,0.4846094354127975,4.546118156095641,1.681556715730544,1.5
118_ede2cc2d5913cc41f20e285b680f1745,0.7638985015471714,4.114806878982566,4.380729772522255,2.0
1581_e513cb7afc8b6cadb43f7961223da286,11.803054367716047,2.1617315691787633,2.222797432714886,0.5
1298_9af5ef049c4587cb8cb95a0bdeec7a80,0.3049130490196662,1.069232304529841,0.996495413065226,0.25
1125_1e359555885a15752d53cac13a22c104,6.814001891663359,2.2488455087997883,2.581061322599757,0.5
1625_f65c302f59185c8b442e0bd82ad9b890,0.968595371983705,2.093217613152571,2.0574971760680563,0.5
1305_f6325438d274d8cdfbc666c2669b3950,0.8406286635849883,1.932561654492126,1.497557001635965,0.5
1075_869ba380b2fd5b77db3da06b1e1de11d,1.3322636123666138,1.958443177724344,2.376244388972204,0.5
1081_873c6650e927ac9f1224e9077a9dc904,4.176398025950766,1.1731455129075183,4.442976623351878,0.5
472_0a0dca1366594461c5ea290c7db6c446,0.8139084841925224,4.727434882618165,1.9848823660654145,0.5
285_b8465543a72d33ea3caadba8fdbe6d7e,1.091388950784792,4.209195606650268,2.512465594667214,0.5
336_441fe952e34eba76f32d4de2c6ecaf3a,0.7771649825381642,1.4085732544032923,2.517059163303274,0.5
50_74bc36bb0e1228c69490bd9aed2768e9,0.33803376708108207,2.0728485717236165,1.977178637644065,1.0
335_3403b87934789e1065155aafb64e12d4,0.4593829958165671,1.2483842074956675,1.7970014825386065,0.5
345_c3b72c9bc3029b2d3c3f39640b3c0c69,8.33692184811,2.638266407629747,2.430589460090379,1.0
1019_e10ce4245cda0844da9ca749b63b5c99,12.160116813504933,3.973894383498344,1.73221037229415,0.5
1320_cfa9e8b19298b925bb86b729e5c0453e,0.7386053560094215,0.8665487268571542,1.8010620597423204,0.25
1060_f6906503e30512b4467d849d772f40f6,1.6822992637620817,3.2588399480771324,3.14816236493489,1.0
1200_ea73c0cae3e3c98956be4e40db2ac6c6,1.1871515638300996,2.0732999431435726,4.296476990610776,1.0
1580_f4680c431615a5cd41146661f8ca7f9e,11.647210328440375,2.28376673106674,1.960809819602757,1.0
133_43e4a2401cfa4234e1fff24ed3b9f16d,0.9565284832946912,3.012010518696734,3.0406963331605126,1.0
938_8c315556386a6103f028be96aee59c99,0.9611718941755957,4.627023589799825,3.9930551224857385,4.0
986_5e3cfe791b8ec8d29c2129ec24a76282,14.633046881538679,2.7714103942308106,1.9990501204287812,1.0
1246_029a9ac568cfc1f19b394f213cbcf49c,0.27308235439988837,1.1332524217171158,0.8027204653829569,0.25
327_816b98df0e207fb94b799b3e276f4ec0,2.778066485132517,1.688428779184877,2.624121508206837,0.5
981_62d3d0e25a1f7d409066c90bedcee852,0.11608011094739984,2.0891856552550063,2.6574099745779427,0.25
200_efbaf04001fea689a22c21b02088aebd,3.9550018065887818,3.877452751557629,0.8887644509188273,1.0
1544_748152842d95198f7e071d67f85a173c,0.8717830016077365,2.3668316785730403,1.9092442207155855,0.5
325_671e993174586dc004000df68dabe9c3,9.260254019159042,2.017484535764497,2.332557687445602,0.5
214_3a408a62eed1da4060cee9be6afa4000,1.076937607347125,4.623041886014703,3.317032553215549,1.5
294_89c98d0a57d008a308af584af1dcd430,0.6378171301891689,1.7546052676631356,1.878825109621588,0.5
1119_ea3136b9fa6f6321461adc075e212cce,0.8054266581608678,2.3064214777779184,2.063640269590769,0.5
500_2db635d267e2bdb2e6578aa167deb862,1.4695810608408173,2.3107953784138644,4.981990036029892,1.0
1333_74267a6d215ce2f319a6c28f1ec79e3f,0.3334406247613345,0.917098598481503,0.6844019391653008,0.25
320_9e2ffcba5e2e5368ac53fa50dd80d845,9.103802883697833,1.6612778984850058,3.8905140528623217,1.0
251_e631945baf2c3d3cc95945a6db8761f0,0.2581366714567397,4.446211878985662,2.341176816400645,2.0
1449_414bde9a6f7b9444e3cfbf72a4bfb4c2,0.10747577217107067,1.7582948412445096,2.1319324950089684,0.5
928_bdf767d7433f893ec5d168953091f062,1.3279149292311723,2.6980071413166744,1.7205653481845788,0.5
1230_1e55fe520e33094e9a47a281ff3b6698,2.0754386471269655,4.6515917382635665,4.170392592925956,1.0
1189_0043b1553037fee9a978168d7e6ea3e6,0.8160814639276995,2.2784622079038144,1.1923135568242182,0.5
409_e809950a7864cea4689e4e9d562d2266,0.5746114585023127,1.4755246549949335,1.1277224148889848,0.25
1036_fd2354ba7b542f28ac9b1d7bc0db320f,0.87148978037416,2.015320117115245,1.3772650993413063,0.5
286_041195db3adc777f90abc5021cc4a05d,0.8082143817340758,1.7222886249082172,0.7611123973710556,0.5
1515_b8922f6d2ede95ab3150f422836c873e,4.076475661388902,2.5972717698196193,2.1629157400545633,0.5
1243_487ea13d799fb03a78bb1d77e64295bd,4.795711213162115,2.409760398990413,2.6017731797864614,0.5
925_6ac44bc01fe506b693f3cfd4ae9cca4c,0.6598515033142069,3.080528538554697,1.6834115061990353,0.5
1025_17548cb0aa40c26f73d3986296de6480,1.7543175786552068,5.250462162820384,6.3116081999377665,2.5
1133_195f574cf710494e28345c43d307fbe5,1.1401183834762139,2.1262248263473427,1.0750574964677575,0.25
148_355f0ad76ef9da4eba067b5a99307fbb,2.527984231039299,3.59576604041507,2.7721548244540766,2.0
1644_ca4cc696ec5f9ca5ced255757e35acbb,0.7302471076431453,2.697092783098893,2.092094230725682,0.5
81_a127dceee530a8150b3fe89431e4cff1,0.6928964752718427,1.8773359432723913,2.184090182369187,0.5
58_b3334e475a898b26ced718bb2630632c,0.42468819715152767,1.905035410874546,2.982631198843987,5.0
1139_ee18a4742b37ba6face7090999422f02,0.07999847588565318,1.3456533752370674,2.432052430474333,0.5
244_3b9a71ca186588848b9df7210a681ec8,0.007239425180500554,3.4276462079104664,0.7830398664623048,1.0
1095_5b8f9bb82f3a17ad6c0fbf069ec128c9,1.5777907758187981,1.1567734418711213,3.205226411851232,0.5
441_be1fba377c8e70f35872c232357ff892,1.9619590444071233,2.15160283168201,2.421904694958644,0.5
1425_1fb1c79100dbd5d0a62ddaff778bc8ec,0.8651589801427746,2.55345138636113,1.480647158063572,0.5
241_642f6bbd101e4bd87b17ff878a0d2790,0.8589913155193751,5.926101288760717,3.3639914906496484,1.0
1658_69abd1014a89df1fcffcba1da871d709,3.985197734773909,2.19434707302471,2.0337067309291963,1.0
1566_659aa87b8ad972a6f52002af62d91ff4,0.0786187089132711,2.2833607632202217,1.772908856073186,0.25
1221_fb264dc462f80c4ca7a7b85a30ce0fcb,0.42843470981940135,0.865524666301821,1.5627528697116213,0.25
1585_28f3b558c946a7af7530aad582cc020b,1.0553587808240368,1.5500283090978602,2.1241128680229933,0.25
1235_7888744dca086e1f7055f0f750262f78,1.4892699253741564,1.4286398441820405,1.2428005148575472,0.25
465_e06bae3865dfc756ca8dbd7759bbca4c,0.6608956255935765,1.7649364384791886,2.799166708161261,0.5
175_912d7d2a73bcb004b3e57b94f499e714,1.3371708554355057,2.435676997304014,2.886435402649238,0.5
1310_e81410239b2a5f862d526392a80c6d9d,0.04241848468319712,1.5679038751095782,1.5435952878985773,0.25
139_a838c8cec902c3288f5a41662ddcb8bb,0.9402477155699571,2.869197450594918,4.3330737008984475,1.0
1027_c91fbbaf35e08b847a8a9561fdbbddc3,1.241569873459622,1.0433925958915713,3.0763252665964393,0.5
1080_a7780c9ef40f57956c6b73a6b6a6e7e7,0.07067316931562566,2.7948026047542873,2.002406463942727,0.5
1114_46c6fa95cee132dc7f9598bf400d2039,4.199573455344672,2.0997867276723365,2.427499107135649,0.5
477_7a700cce4a3f4d35bdecddfa307ae6ce,0.9040838997281085,1.266371751691059,1.5935177875445827,0.5
422_7d59f7fe29bad2fc1dbe37efe234a192,2.261124108856525,5.419684152352615,3.3341684368639863,2.0
1543_766ac1a94d7c863319ed4c0c3aa83db8,5.689281726450675,2.3606978118052595,2.0538923200182944,1.0
57_976f24adeac2a9f85356f1686e306fa5,0.9046034282946144,3.179940260374681,3.2359251241136717,1.0
43_76273dd16bb15297bdb310c2174d595e,11.324822002026476,3.2730699427822185,3.4632483186625307,2.0
313_7c0f5fa2c7591851ca432c1907e6baac,6.532174453022918,2.8649887951854907,1.0996926688590771,0.5
1350_9ca9a648f4497c9e6f32641ab1bd8e21,1.3172713871918917,1.2012517556061346,1.7638633373457169,0.25
1324_58f4b67fb55eb88055327675cf386165,2.0632897943524893,1.2227518636154644,2.1876444906861714,0.25
1103_c40df572be4d287696d34c969fc3680e,0.45514715716365456,1.143407658697399,2.7388602057170255,0.5
447_6eb080b9ffca1274c9123211152f1c2e,6.810532772784104,2.8465839954382943,2.6961984258679697,0.5
1064_592759eebae6a17d05527488b97f4d6c,0.03259146411865951,0.5522658597672614,2.294625755371016,0.25
268_d388c3f99910471c00ae692d80fa76e7,0.4640254255914623,1.8302626995486913,1.1986426306848292,0.5
1323_07c797fee4197f6a29116bc9aa4d4445,9.107368295273798,3.737602387870449,4.374036231006284,1.0
1088_2179f1a7ce01db01f0e2a951db9fe294,0.07084764396668906,1.0135867312022668,1.9340889666818766,0.5
256_8ce479f4b98fab0e72e15303c67906f0,1.0839988249557595,2.836886041301982,2.0474916645918655,1.0
292_425a6430ea6c10a7842b94528566cd4d,0.8372606065587738,2.0221784644511724,0.9200666006140372,0.5
1176_2cbfd6e09b8fb87b9de35cba817302bd,0.32930464256681635,2.5554681635586785,2.435210838214741,0.5
1443_fccfbe7d070232ef2900b0360247e94b,0.42181988098850354,1.6592840210397888,2.634408279849901,0.25
1284_88d6d2c3f1e0617778d68110d3710d6e,0.5713880496363075,2.546524489270466,3.3829741390308383,1.05
217_23a56b71191e8046aa523b33c3515e60,0.7969908224484193,2.246204029624437,1.5405901983288024,0.5
1048_84d4f09349471fa80d6c3396bf5efa21,0.7450229624461667,1.871603489648719,2.857314660863711,0.5
158_7134b03cbf04feb65d9a8cb52d0d3d58,1.2137731282151647,1.711585585109323,1.8631651203219568,0.5
1186_3b6313a9020672b4f03f2f1dbebc7d19,3.5382355936340653,2.1840960454531264,1.7092925573111422,0.5
1188_3c437713bd7edf0e1d52d089e0f5b2d0,0.8536612207970802,1.071731291137945,1.6893391538276084,0.25
1049_4c6d0236f8894ee2968ed4c93fccd6c5,1.1034633054954341,1.8681936114424815,2.0648455705416904,0.25
1582_a95b66d415ffed4eac1ccfa54c3e454d,8.541399879148061,2.8189438545043104,1.3821035403152202,1.0
497_96e08c83ddddc9af33f5dd2b50a2e5c9,1.0870173712637425,1.2391192604887344,1.378520177293717,2.0
452_4e2e3685bd50bea7b9b4e754e9a99dac,10.96461894789816,4.046826934746168,4.427167812071936,2.0
1033_db85ff5978d7ea0301f3fd41ce66411d,1.9817837422618108,1.470776158479273,1.4847171647207824,0.25
333_3917bb4cd48a09deed69b3e4a768ceb8,1.8011102220952213,1.2257246836505766,1.9253639942298884,0.5
1509_7fc55106072a497f5ab89ef39024ca2d,1.830727273198908,1.9986593187521624,1.7641797338706238,0.5
39_d14bdfd369efb680e5aab0c110085e2d,0.741455030563006,3.5601708703258708,2.2992770204187916,0.5
1654_3b8f7d8d7c609268cd9dab745ef17a4f,4.209443938117862,4.616508730761918,4.804477327291312,0.5
983_04791a4ac06f0b94252a1c6764f9f7b8,3.1284639558309437,3.114582043440357,3.5864884136585933,1.0
1552_563bda3babd813b1ac3ed7ab67516b0f,2.0437083545205716,3.5476564166796525,1.9097537415459434,0.5
1659_c0cd2ba40b3427190d13625fac49ddbc,2.4514088702672447,3.1437440073987704,2.5034340539823305,1.0
1109_60e8e7142002e2650688811d38155b8a,0.8155030459767559,1.064809199991232,1.8656161189929026,3.1
124_6d8ffebdf773b7170d8a2f97440a41f6,3.1829597487017445,3.0712569943158847,3.264632434698737,1.0
1037_32db15fc5db32687feda9d6065b11258,1.6869106735543054,1.3406173762834426,3.193823749381142,0.5
939_7a300a5e0dc5ce626f89e827a6e49663,0.6453150931362864,3.684068046809114,3.2200796278155224,1.5
942_639f255187fbd5381fe5e4b17355d249,2.248652933081813,3.1981406507992256,2.2238726379729714,0.5
53_a0e29b6b99c99b449f6e6d71a4170e74,0.6773409942418608,3.5169374286225836,2.6972001332293503,2.0
1648_839da3cbba4b3c0b9a04b104ecea899a,0.13806539254086667,4.406091990332729,3.441340206067618,1.0
42_69854041cc690ff839d45844154df548,1.159329786921948,2.6106928953989925,0.8601120004221489,1.0
1099_0851e6ef3ff632452cc100ac60a945b7,0.7550746103751087,2.9126847455576925,2.53470275567616,0.5
122_a481adbef4f127a4c1da547757e86ef3,1.093242019396995,4.561754534476306,6.439091977510786,4.0
1079_1ec9fdf610a3d2ddc73d62120580a22f,1.297138363454321,1.370729398009982,1.4306988091729187,0.25
1573_61e48714dbdff69542baa509fe839ce5,4.994051027817671,2.6625882392445113,2.5131572666338498,0.5
60_a49b789a881fd3167a0d961dec0f4a1e,0.7658530743581525,1.6475168951709702,1.3083222402828292,1.5
276_c04a0d7871b44a9868710d6cb7f0718e,0.8321317506883712,3.644922501274272,1.796384698561247,1.0
1529_aecd4e61165ff71f56686725b662aba1,1.241961713674705,3.2683202991439604,0.49284194987091473,0.5
1128_e6474e8be6b3b92b6178a192f7901ad8,0.46067269681056894,5.905652056555669,5.587288064288518,8.0
1652_ad6dd1e7566e47df93c68fed916c99db,13.498674076162892,2.518409342567704,2.079918963969629,0.5
176_9c9e34a9f03d292540053ad4967d0456,1.079358862329211,2.3952603381204995,2.1651107682655053,1.5
224_14d7c28e9d16ba68c67959d9aeca3b9c,2.485042309817471,4.728262767398264,3.5243877454407726,0.5
1431_0617ce799a01982b8353a908894988f4,2.666842571574336,1.8220100505997332,2.193663842015599,0.5
953_a2189e4b007288e487d95a7862655ffe,1.3105077259191846,3.299804686458734,2.0866411987900815,0.5
1312_e0f3b791ed7bcede2447a84df171c70d,0.1254875419592385,0.6274377097961925,1.1059918952339665,0.25
1650_5a0a32a3424dc53f0e9dc283d82b06b4,0.0928194194001703,3.719359713552923,3.0676488964878974,1.0
109_07fa88a8c17597c5aba71a9be487d67b,4.971392571484446,3.5549900623691753,3.517699956819848,0.5
1583_70a749b6643b8f814e0c944ad862902f,0.018125852848989335,4.623508558746107,2.959611910499039,1.0
1178_110520326d8f5426022cbdf80969618c,0.2979362527829823,1.580977126127933,1.0799632481296444,0.5
1062_af26ee73a4e199817b07863ba928776e,0.8526775031048808,1.0732900720175238,2.0289593142249083,0.5
1240_c477738b15fa0b79f93ff7b8f6fc1eae,0.9517448251469812,1.9193317536574848,1.1881577522641573,0.25
1043_a8e62856a7b6436ecf3bd752ffc37270,0.056797099454763966,1.0992986991244638,1.35122131767382,0.25
1024_f66a62f3b28146f4fde452f63d527999,0.5777208309301007,1.2665567645138724,1.1810836086264331,0.25
1118_56669db11cfc99b6434266725f4797e7,0.4878009273996324,2.8128401691571066,4.9542281689025165,8.0
123_2d358d3b56e4a58bf25964f59cc211f7,1.0681778481984436,4.013923418789141,6.317271878516243,3.0
1639_899d4658a47da0f3d7b984020ef48c06,1.495488719689111,1.924632891152812,1.7664438864005263,0.25
1547_a8a7d019fe219d31398d3aca2f687cd1,4.826441967590836,2.758949386361092,2.313453309809867,0.5
170_bc402776801977ff76b562e42d76b6dd,11.326350969197085,2.769278965573859,2.60975828783343,1.0
